index,song_title,artist,original_gender,original_continent,source,predicted_gender,predicted_continent,raw_model_response
1847,World At Our Feet - Deorro Remix,Timmy Trumpet,male,oceania,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
1848,Jimmy,Tones and I,female,oceania,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
1849,Rushing Back - Petit Biscuit Remix,Flume,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1850,Celebration,Kylie Minogue,female,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1851,Supalonely,BENEE,female,oceania,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
1852,Choir - Remix,Guy Sebastian,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1853,Need a Little Time,Courtney Barnett,female,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1854,Say It (feat. Tove Lo),Flume,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1855,Freaks,Timmy Trumpet,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1856,San Frandisco - Eli Brown Remix,Dom Dolla,male,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1857,Signs - Eden Prince Remix,Starley,female,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1858,City Of Dreams - Radio Edit,Dirty South,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1859,Somebody That I Used To Know - 4FRNT Remix,Gotye,male,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1860,WILD,Troye Sivan,male,oceania,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1861,Pretty Brown Eyes,Cody Simpson,male,oceania,spotify,male,Oceania,"GENDER: male
CONTINENT: Oceania"
1862,I Just Want To Be Your Everything,Andy Gibb,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1863,Colourblind,Tones and I,female,oceania,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1864,for him.,Troye Sivan,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1865,Oxygen,Maia Mitchell,female,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1866,Lucky Strike,Troye Sivan,male,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1867,Riptide - Live from Spotify London,Vance Joy,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1868,Lose My Mind,Dean Lewis,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1869,Like a Drum - The Chainsmokers Remix,Guy Sebastian,male,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1870,Riptide - FlicFlac Edit,Vance Joy,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1871,Elephant,Tame Impala,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1872,Green Light,Lorde,female,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1873,Supercut,Lorde,female,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1874,Old Man,Stella Donnelly,female,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1875,Elastic Heart,Sia,female,oceania,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
1876,Move Your Body - Alan Walker Remix,Sia,female,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1877,Shatter,BAYNK,male,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1878,Mama Ain't Proud,Guy Sebastian,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1879,Like I Remember You,Vera Blue,female,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1880,modern anxiety - Banx & Ranx Remix,Josef Salvat,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1881,Limelight (feat. R O Z E S),Just A Gent,male,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1882,Boys Ain't Shit,SAYGRACE,female,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1883,Waves,Dean Lewis,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1884,I Want U,Alison Wonderland,female,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1885,Blue Ain't Your Color,Keith Urban,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1886,Giving Up (feat. Jaden Michaels) - Krischvn Remix,QUIX,male,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1887,Until the End (feat. Joe Gil),Dirty South,male,oceania,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
1888,Tennis Court,Lorde,female,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1889,Like Me,Maia Mitchell,female,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1890,The Kids Are Coming,Tones and I,female,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1891,Hey Mama,Geko,male,oceania,spotify,male,Africa,"GENDER: male
CONTINENT: Africa"
1892,Johnny Run Away,Tones and I,female,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1893,Giving Up (feat. Jaden Michaels),QUIX,male,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1894,Seventeen,Troye Sivan,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1895,What You Need,BAYNK,male,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1896,Trika Trika,Faydee,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1897,Cargo Cult,Mick Harvey,male,oceania,spotify,male,Oceania,"GENDER: male
CONTINENT: Oceania"
1898,Forgive Me,Rebecca St. James,female,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
1899,Nonapology,Steve Kilbey,male,oceania,wasabi,male,Asia,"GENDER: male
CONTINENT: Asia"
1900,Jack Kerouac,Brooke Fraser,female,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
1901,Carry Me Away,Rick Springfield,male,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1902,White T-Shirt,Micky Green,female,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
1903,If You Love Me (Let Me Know),Olivia Newton-John,female,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1904,Scary Fragile,Butterfly Boucher,female,oceania,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1905,I Love The Islands,Savage,male,oceania,wasabi,male,Oceania,"GENDER: male
CONTINENT: Oceania"
1906,In Your Sway,Tim Finn,male,oceania,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
1907,Boy In The Moon,Margaret Urlich,female,oceania,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
1908,The Joy Of Following Jesus,Colin Buchanan,male,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1909,Fool For You,Monique Brumby,female,oceania,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1910,Bring Me Down,Lenka,female,oceania,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1911,Youre The Voice,John Farnham,male,oceania,wasabi,male,Oceania,"GENDER: male
CONTINENT: Oceania"
1912,My Own Movie,Natalie Imbruglia,female,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
1913,Trumby,Slim Dusty,male,oceania,wasabi,male,Africa,"GENDER: male
CONTINENT: Africa"
1914,Nothing To Lose,Kylie Minogue,female,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
1915,Diving In The Deep End,Natalie Imbruglia,female,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1916,Falling,Olivia Newton-John,female,oceania,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1917,We Carry,Holly Throsby,female,oceania,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1918,Reborn,Rebecca St. James,female,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1919,Celia,Annah Mac,female,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
1920,In Your Eyes,Kylie Minogue,female,oceania,wasabi,female,Oceania,"GENDER: female
CONTINENT: Oceania"
1921,Now I Can Dance,Tina Arena,female,oceania,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1922,Random,Che-Fu,male,oceania,wasabi,male,Africa,"GENDER: male
CONTINENT: Africa"
1923,Everyday Drone,Andrew Stockdale,male,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
1924,Ship My Body Home,Ben Lee,male,oceania,wasabi,male,Oceania,"GENDER: male
CONTINENT: Oceania"
1925,Genie In The Bottle,Adam Harvey,male,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
1926,Eli Wallach,Darren Hanlon,male,oceania,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
1927,A To Z,Darren Hanlon,male,oceania,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
1928,Superhuman,Natalie Bassingthwaighte,female,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1929,Empty,Jessica Mauboy,female,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1930,Fever,Delta Goodrem,female,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1931,Drunk,Kylie Minogue,female,oceania,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1932,Under The Milky Way,Rick Springfield,male,oceania,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1933,The Heart Wants What It Wants,Darren Hayes,male,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1934,Man On Fire,Andy Gibb,male,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
1935,Even The Stars Fall 4 U,Keith Urban,male,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
1936,Sonny,Hayley Westenra,female,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1937,On The Run,Natalie Imbruglia,female,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
1938,Little Black Sandals,Sia,female,oceania,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1939,Speak To Me,Rebecca St. James,female,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1940,Tear My Heart Out,Massad,male,oceania,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1941,Shift,Tuka,male,oceania,wasabi,male,Oceania,"GENDER: male
CONTINENT: Oceania"
1942,Saturated,Kasey Chambers,female,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1943,Under My Skin,Gin Wigmore,female,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1944,You Will Find Your Way,Abby Dobson,female,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1945,Everytime I Sing A Love Song,Jon English,male,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
1946,Walk Across The World,Jon English,male,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
1947,16 Beats,New Buffalo,female,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1948,Reaper,Sia,female,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1949,Here In My Arms,Helen Reddy,female,oceania,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1950,Heaven,Hayley Westenra,female,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1951,Change,Flume,male,oceania,wasabi,Undetermined,Undetermined,"GENDER: Undetermined
CONTINENT: Undetermined

**Reasoning:**

These lyrics are extremely sparse and repetitive, offering virtually no clues about the narrator's gender or origin. There are no pronouns, specific imagery, cultural references, or language patterns that could be used to make a reasonable determination. The repetition and simple phrasing suggest a focus on rhythm and sound rather than narrative content."
1952,Symphony Of Life,Casey Donovan,female,oceania,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1953,The Lost Peace,Peter Koppes,male,oceania,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1954,Once Before I Go,Peter Allen,male,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
1955,Amazing Grace,Hayley Westenra,female,oceania,wasabi,Male,Europe,"GENDER: Male
CONTINENT: Europe"
1956,Forola,Diana Anaid,female,oceania,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1957,Choose You,Stan Walker,male,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1958,Abide With Me,Hayley Westenra,female,oceania,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
1959,Making A Scene,Bic Runga,female,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1960,Stagefright,James Reyne,male,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
1961,Song To Self,Amber Lawrence,female,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1962,I Wish It Would Rain,Aaradhna,female,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
1963,That Day,Natalie Imbruglia,female,oceania,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1964,Eyes On Fire,John Schumann,male,oceania,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
1965,Hardline,Jimmy Barnes,male,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
1966,Boom Town,Russell Morris,male,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
1967,Woodsmoke And Oranges,James Keelaghan,male,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America

**Reasoning:**

*   **Gender:** The lyrics use ""I"" and describe experiences like paddling a canoe, navigating waves, and a sense of connection to a rugged landscape. The tone is reflective and somewhat nostalgic, suggesting a male perspective. While not definitive, the imagery and phrasing lean towards a male narrator.
*   **Continent:** The repeated references to ""rugged northern shore,"" ""silver birch,"" ""loon,"" ""Pukaskwa,"" ""Old Woman Bay,"" and ""Gargantua"" are all strong indicators of Canada. These are geographical and ecological elements specific to Canada, solidifying the North American continent origin. The imagery evokes a strong sense of Canadian wilderness."
1968,100 Round The Bends,Missy Higgins,female,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1969,Love Is Innocent,Colin Hay,male,oceania,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
