song_title,artist,musical_genre,ethnicity,musical_subgenre,gender
It's Been A Long Time,Rakim,rap,north-american,southern hip hop,male
Flashlight,R3HAB,edm,european,progressive electro house,male
BRAVI A CADERE - I polmoni,Marracash,r&b,european,hip pop,male
Do You Mean (feat. Ty Dolla $ign & bülow) - Myon Remix,The Chainsmokers,pop,north-american,dance pop,Group
Foxey Lady,Jimi Hendrix,rock,north-american,classic rock,male
Nobody Other,Kadhja Bonet,r&b,north-american,neo soul,female
Say It (feat. Tove Lo),Flume,pop,oceania,electropop,male
Solid,Ashford & Simpson,rock,north-american,album rock,Group
"Comprendes, Mendes?",Control Machete,latin,north-american,latin hip hop,Group
bury a friend,Billie Eilish,pop,north-american,indie poptimism,female
New Love Cassette,Angel Olsen,r&b,north-american,hip pop,female
Catch,DVBBS,edm,north-american,progressive electro house,Group
Not Nice,PARTYNEXTDOOR,latin,north-american,latin hip hop,male
Big City Life,Mattafix,rap,european,southern hip hop,Group
The Eyes Of Santa Muerte,La Coka Nostra,rap,north-american,southern hip hop,Group
Magic Man,Heart,rock,north-american,album rock,Group
Free,6LACK,r&b,north-american,urban contemporary,male
Spectrum - GEOTHEORY Remix,GoldLink,r&b,north-american,neo soul,male
Go DJ,Lil Wayne,rap,north-american,hip hop,male
In Case You Don't Live Forever,Ben Platt,r&b,north-american,urban contemporary,male
Camelot,NLE Choppa,rap,north-american,gangster rap,male
Down Below,Roddy Ricch,rap,north-american,hip hop,male
Get Mine,Bryson Tiller,rap,north-american,southern hip hop,male
Don't Stop,Fleetwood Mac,rock,european,classic rock,Group
Shadow of the Day,Linkin Park,rock,north-american,permanent wave,Group
Fumo Da Solo,Izi,latin,european,latin hip hop,male
"Flex (Ooh, Ooh, Ooh)",Rich Homie Quan,rap,north-american,hip hop,male
Better,Khalid,pop,north-american,dance pop,male
Talk Slow,Cody Lovaas,pop,north-american,indie poptimism,Person
Soltera,Lunay,latin,north-american,latin hip hop,male
A Milli,Lil Wayne,rap,north-american,southern hip hop,male
Hot Fun in the Summertime,Sly & The Family Stone,rock,north-american,classic rock,Group
Guilty Pleasure,Bryce Vine,pop,north-american,indie poptimism,male
Can't Stop Me (feat. Shermanology),Afrojack,edm,european,progressive electro house,male
Lost And Found - ODESZA Remix,Pretty Lights,pop,north-american,indie poptimism,Group
Outnumbered,Dermot Kennedy,r&b,european,urban contemporary,male
Visions,Lane 8,pop,north-american,dance pop,male
Late Night - ROM Remix,GoldLink,r&b,north-american,neo soul,male
Goddamn (feat. A Boogie wit da Hoodie),Tyga,rap,north-american,hip hop,male
Where Is the Love,Roberta Flack,rock,north-american,album rock,female
Work from Home (feat. Ty Dolla $ign),Fifth Harmony,pop,north-american,dance pop,Group
Igual o Peor,Gigolo Y La Exce,latin,north-american,reggaeton,Group
Lights Out - 2008 Remastered Version,UFO,rock,european,hard rock,Group
The Headmaster Ritual - 2011 Remaster,The Smiths,rock,european,permanent wave,Group
Tears In The Rain,The Weeknd,r&b,north-american,urban contemporary,male
Close Enough to Hurt,Rod Wave,r&b,north-american,neo soul,male
He Won't Go,Adele,r&b,european,neo soul,female
Quisieras,Nicky Jam,latin,north-american,reggaeton,male
The Best,AWOLNATION,rock,north-american,permanent wave,Group
Rebel Yell,Billy Idol,rock,european,album rock,male
In da Wind,Trick Daddy,rap,north-american,southern hip hop,male
I'll Have To Say I Love You In A Song,Jim Croce,rock,north-american,album rock,male
Code Of The Streets,Gang Starr,rap,north-american,gangster rap,Group
You're the One for Me,April,latin,asian,latin hip hop,Group
Pepe,JEANS,pop,north-american,electropop,Group
Our Darkness,Anne Clark,pop,european,electropop,female
Monster - Robin Schulz Remix,LUM!X,edm,european,electro house,male
Novocaine,Twin Atlantic,rock,european,permanent wave,Group
Make You Feel That Way,Blackalicious,r&b,north-american,hip pop,Group
Flash Pose,Pabllo Vittar,edm,latino,big room,non-binary
Sail Away Sweet Sister - Remastered 2011,Queen,rock,european,album rock,Group
Swamp Music,Lynyrd Skynyrd,rock,north-american,classic rock,Group
Don't Tell 'Em,Jeremih,rap,north-american,southern hip hop,male
Ne reviens pas,Gradur,latin,european,latin pop,male
Sugar - Remix,Maroon 5,edm,north-american,pop edm,Group
Amarillo By Morning,George Strait,latin,north-american,latin hip hop,male
Satellite,Tritonal,edm,north-american,pop edm,Group
Easier,5 Seconds of Summer,pop,oceania,post-teen pop,Group
I Believe In Love,Jessie J,r&b,european,neo soul,female
I Wanna Know,RL Grime,rap,north-american,trap,male
In the Morning (feat. Syd & Thundercat),Mac Miller,r&b,north-american,hip pop,male
Picky,Joey Montana,latin,latino,reggaeton,male
Walkin' On The Sun,Smash Mouth,rock,north-american,permanent wave,Group
Jumper - Radio Edit,Hardwell,edm,european,progressive electro house,male
Sex,Cheat Codes,latin,north-american,tropical,Group
Boombox,Laura Marano,pop,north-american,post-teen pop,female
Volar Volar,Cartel De Santa,rap,north-american,gangster rap,Group
Keep Ya Head Up,2Pac,rap,north-american,gangster rap,male
Freaks,Timmy Trumpet,edm,oceania,electro house,male
San Frandisco - Eli Brown Remix,Dom Dolla,edm,oceania,big room,male
Story Of A Quarryman,Joe Bonamassa,rap,north-american,southern hip hop,male
Better When You're Gone,David Guetta,pop,european,dance pop,male
Wild Horses - Sam Feldt Remix,Birdy,r&b,european,hip pop,female
Hele Vejen (feat. Gilli),KESI,rap,european,hip hop,male
Lovin' You,Minnie Riperton,rock,north-american,album rock,female
Good Vibes,Fuego,rap,north-american,trap,male
Taylor Gang,Wiz Khalifa,rap,north-american,gangster rap,male
Walk Of Life,Dire Straits,rock,european,permanent wave,Group
Me Pagan,Aleman,rap,european,trap,Person
Black Cat,Janet Jackson,r&b,north-american,new jack swing,female
Drop It Like It's Hot,Snoop Dogg,rap,north-american,southern hip hop,male
Pushin' Weight,Ice Cube,rap,north-american,gangster rap,male
Swallow Your Pride,Rhys,pop,european,indie poptimism,female
Pass Me Da Green,Master P,rap,north-american,southern hip hop,male
Closer To The Heart,Rush,rock,north-american,classic rock,Group
hot coffee,schafter,rap,european,trap,male
Superman,Ivory Layne,pop,european,indie poptimism,female
Bohemian Rhapsody - 2011 Mix,Queen,rock,european,album rock,Group
Resurrection,Common,r&b,north-american,neo soul,male
El Eco de Tu Voz,Playa Limbo,pop,north-american,electropop,Group
Unpredictable - Main,Jamie Foxx,r&b,north-american,urban contemporary,male
Famous,Selah Sue,r&b,european,neo soul,female
Afro Beat Blues (Feat. Ojah),Hugh Masekela,rock,african,classic rock,male
Pristine,Snail Mail,pop,north-american,dance pop,female
Pompeii,Bastille,latin,european,latin hip hop,Group
Asesino de Acesinos,Cartel De Santa,rap,north-american,gangster rap,Group
Collide (feat. Collin McLoughlin) - Radio Edit,Laidback Luke,edm,european,pop edm,male
Ser Bichote,Bad Bunny,rap,north-american,trap,male
Return of the Mack,Mark Morrison,r&b,european,new jack swing,male
Love Me (feat. Mase),112,r&b,north-american,new jack swing,Group
Bring It All to Me - Single Version,Blaque,r&b,north-american,new jack swing,Group
Someday,Mariah Carey,r&b,north-american,new jack swing,female
Lake Of Fire,Nirvana,rock,north-american,permanent wave,Group
Permitame,Tony Dize,latin,north-american,reggaeton,male
Me haces bien,Jorge Drexler,latin,latino,latin pop,male
Metele Sazon,Tego Calderon,latin,north-american,reggaeton,male
Breakfast In America,Supertramp,rock,european,classic rock,Group
Helplessness Blues,Fleet Foxes,pop,north-american,dance pop,Group
Palmera del Desierto,Rawayana,latin,latino,tropical,Group
Step Up,Pete Rock,rap,north-american,gangster rap,male
Ain't Talkin' 'Bout Love,Van Halen,rock,north-american,hard rock,Group
Rise up - Club mix,Yves Larock,edm,european,progressive electro house,male
Breathing Underwater,Hiatus Kaiyote,r&b,oceania,neo soul,Group
Solo de Mi,Bad Bunny,latin,north-american,latin hip hop,male
Te Iré a Buscar,Farruko,latin,north-american,reggaeton,male
Norf Norf,Vince Staples,pop,north-american,dance pop,male
Burn The Ships (R3HAB Remix),for KING & COUNTRY,pop,north-american,dance pop,Group
Higher,Third Party,edm,european,big room,Group
Tunnel Vision,Kodak Black,rap,north-american,hip hop,male
Carillon (with Achille Lauro),Nahaze,pop,european,dance pop,female
Break,Three Days Grace,rock,north-american,hard rock,Group
High On Life (feat. Bonn),Martin Garrix,pop,european,dance pop,male
Steambreather,Mastodon,rock,north-american,hard rock,Group
Cumbia,GAWVI,latin,north-american,latin hip hop,male
Tin Man,America,rock,north-american,album rock,Group
NASA,Ariana Grande,pop,north-american,post-teen pop,female
Love You Better,John De Sohn,pop,european,dance pop,male
1985,Bowling For Soup,pop,north-american,post-teen pop,Group
I'll Do Anything/I'm Sorry,Ginuwine,r&b,north-american,new jack swing,male
I Think We're Alone Now,Tiffany,rock,north-american,permanent wave,female
NTN,Cartel De Santa,rap,north-american,gangster rap,Group
Underneath,Code Orange,rock,north-american,hard rock,Group
Hopeless Romantic (feat. Swae Lee),Wiz Khalifa,rap,north-american,trap,male
Backwood,Ari Lennox,r&b,north-american,neo soul,female
Cuando Baila Reggaeton,Tego Calderon,latin,north-american,reggaeton,male
Life's A Bitch - Explicit Album Version,Nas,rap,north-american,gangster rap,male
Freal Luv (feat. Chanyeol & Tinashe),Far East Movement,edm,north-american,pop edm,Group
Good Times,CDB,r&b,oceania,new jack swing,Group
Prohibido (feat. Bad Bunny),Lary Over,rap,north-american,trap,male
Last To Leave (feat. Caroline Ailin),Louis The Child,edm,north-american,pop edm,Group
Ghetto Youth,Frenna,latin,european,latin hip hop,male
CIKA CIKA (feat. Xhensila) - Remix,Ardian Bujupi,latin,european,latin hip hop,Person
Aquemini,OutKast,rap,north-american,southern hip hop,Group
Winter,Khalid,pop,north-american,indie poptimism,male
Operator (That's Not The Way It Feels),Jim Croce,rock,north-american,album rock,male
Real Friends,Camila Cabello,r&b,north-american,hip pop,female
Prima Che Diventi Giorno,Jovanotti,r&b,european,hip pop,male
Destroyer,Lala Lala,r&b,north-american,hip pop,Group
Lean On (feat. MØ & DJ Snake) - Tiësto & MOTi Remix,Major Lazer,pop,latino,electropop,Group
Anytime,Brian McKnight,r&b,north-american,new jack swing,male
Betrayed,Lil Xan,rap,north-american,trap,male
CCNDNA,Bushido,rap,european,gangster rap,male
Breathe (feat. Ina Wroldsen),Jax Jones,pop,european,dance pop,male
Just Give Me a Reason (feat. Nate Ruess),P!nk,edm,north-american,pop edm,female
Thug 4 Life,2Pac,rap,north-american,gangster rap,male
SippinTeaInYoHood,XXXTENTACION,rap,north-american,southern hip hop,male
Otra Noche en Miami,Bad Bunny,rap,north-american,trap,male
Stroke You Up,Changing Faces,r&b,north-american,urban contemporary,Group
Silhouette,Goldroom,pop,north-american,indie poptimism,male
crash my whip,iann dior,rap,north-american,trap,male
Rub You The Right Way,Johnny Gill,r&b,north-american,new jack swing,male
Lay It Down,8Ball & MJG,rap,north-american,southern hip hop,Group
Watch Me Dance,Tom Misch,pop,european,indie poptimism,male
Just To See Her,Smokey Robinson,r&b,north-american,new jack swing,male
Holiday,Green Day,pop,north-american,post-teen pop,Group
Circles,Post Malone,pop,north-american,dance pop,male
Encore,Red Hot Chili Peppers,rock,north-american,permanent wave,Group
Paff Paff weiter 2,Capital Bra,rap,european,gangster rap,male
You're My Best Friend - Remastered 2011,Queen,rock,european,album rock,Group
Roadhouse Blues - New Stereo Mix,The Doors,rock,north-american,classic rock,Group
M Conformo,Pol Granch,latin,european,latin pop,male
Forgiven,Deitrick Haddon,r&b,north-american,urban contemporary,male
Ghetto Dreams,Fat Pat,rap,north-american,southern hip hop,male
MD - Radio Edit,MZ,r&b,european,urban contemporary,Group
Llégale,Lunay,latin,north-american,reggaeton,male
Such Great Heights,Joy Kills Sorrow,r&b,north-american,hip pop,Group
Quiero Saber,Ivy Queen,latin,north-american,reggaeton,female
Machika,J Balvin,latin,latino,latin hip hop,male
Would You Mind,PRETTYMUCH,r&b,north-american,hip pop,Group
Momenti perfetti,Giusy Ferreri,r&b,european,hip pop,female
Mississippi Queen,Mountain,rock,north-american,album rock,Group
I Get Around,2Pac,rap,north-american,gangster rap,male
Airmax gegen Kopf,Dardan,rap,european,gangster rap,male
White Rabbit,Jefferson Airplane,rock,north-american,permanent wave,Group
Better Half of Me,Tom Walker,r&b,european,urban contemporary,male
Uprising,Muse,rock,european,album rock,Group
Free,6LACK,r&b,north-american,urban contemporary,male
Woman To Woman,Shirley Brown,rap,north-american,southern hip hop,female
Bulletproof,Godsmack,rock,north-american,hard rock,Group
Chandelier,Sia,pop,oceania,dance pop,female
Lean On (feat. MØ & DJ Snake),Major Lazer,latin,latino,latin hip hop,Group
Where My Girls At,702,r&b,north-american,urban contemporary,Group
Surrender,Cheap Trick,rock,north-american,hard rock,Group
South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,pop,european,post-teen pop,male
Beautiful (feat. Camila Cabello),Bazzi,pop,north-american,electropop,male
Almost Human,KISS,rock,north-american,hard rock,Group
Outshined,Soundgarden,rap,north-american,southern hip hop,Group
All Girls Are The Same,Juice WRLD,r&b,north-american,hip pop,male
A Thousand Miles,Vanessa Carlton,pop,north-american,post-teen pop,female
I Feel so Alive,Capital Kings,edm,north-american,progressive electro house,Group
Booty,C. Tangana,latin,european,latin hip hop,male
Beat Of My Heart,Lost Frequencies,pop,european,dance pop,male
Nobody's Perfect,Jessie J,edm,european,big room,female
Was ist das?,Megaloh,rap,european,hip hop,male
Somebody I'm Not,Martin Jensen,latin,european,tropical,male
I Don't Fuck With You,Big Sean,rap,north-american,gangster rap,male
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,pop,european,dance pop,male
Lose Sleep,REMI,r&b,european,neo soul,male
Gimme Back My Bullets,Lynyrd Skynyrd,rock,north-american,classic rock,Group
Crush,David Archuleta,pop,north-american,post-teen pop,male
Motownphilly - Original Version,Boyz II Men,r&b,north-american,new jack swing,Group
Handle With Care,Traveling Wilburys,rock,north-american,permanent wave,Group
Dale Don Dale,Don Omar,latin,north-american,reggaeton,male
Money For Nothing,Dire Straits,rock,european,permanent wave,Group
Hasta el Amanecer,Nicky Jam,latin,north-american,latin hip hop,male
MotorSport,Migos,r&b,north-american,hip pop,Group
Booty Bounce - Radio Edit,Tujamo,edm,european,progressive electro house,male
The Monster,Eminem,pop,north-american,electropop,male
Masaya,Bamboo,rock,asian,classic rock,Group
Oye Pablo,Danna Paola,latin,north-american,latin pop,female
Lean On (feat. MØ & DJ Snake),Major Lazer,pop,latino,electropop,Group
SADE IN THE 90s,Qveen Herby,r&b,north-american,neo soul,female
Sheer Heart Attack - Remastered 2011,Queen,rock,european,album rock,Group
Romantic,Karyn White,r&b,north-american,new jack swing,female
What A Man Gotta Do,Jonas Brothers,pop,north-american,dance pop,Group
BMW Alpina,Capital Bra,rap,european,gangster rap,male
Ostblocknutten,Kollegah,rap,european,gangster rap,male
People Are People,Depeche Mode,rock,european,permanent wave,Group
"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",Lauv,pop,north-american,post-teen pop,male
Back On My Feet Again,The Babys,rock,european,classic rock,Group
Shout It Out Loud,KISS,rock,north-american,hard rock,Group
No Place Like Home (feat. Rosette) - Radio Edit,Blasterjaxx,edm,european,big room,Group
Cosas de la Vida,Cartel De Santa,rap,north-american,gangster rap,Group
