song_title,artist,language,musical_genre,ethnicity,musical_subgenre,gender,lyric_length,needs_translation
Purple Pills,D12,en,rap,north-american,gangster rap,Group,804,0
Blackout,Blasterjaxx,en,edm,european,pop edm,Group,116,0
Two Princes,Spin Doctors,en,rock,north-american,album rock,Group,497,0
Till It Happens To You,Corinne Bailey Rae,en,r&b,european,neo soul,female,248,0
Confessions of a Dangerous Mind,Logic,en,rap,north-american,hip hop,male,999,0
Be Someone,CamelPhat,en,pop,european,dance pop,Group,732,0
10K,Raffa Moreira,pt,rap,latino,trap,male,370,1
Girl On Fire,Alicia Keys,en,pop,north-american,dance pop,female,771,0
Bossanova,Lil Tecca,en,rap,north-american,hip hop,male,550,0
"Down Like That (feat. Rick Ross, Lil Baby & S-X)",KSI,en,rap,european,hip hop,male,507,0
Sola,Raymix,es,latin,north-american,tropical,male,217,1
Overexposed,Matt and Kim,en,pop,north-american,indie poptimism,Group,257,0
Never Knew Love Like This Before,Stephanie Mills,en,r&b,north-american,new jack swing,female,376,0
Beautiful People (feat. Khalid),Ed Sheeran,en,pop,european,post-teen pop,male,1428,0
Double Vision - 2008 Remaster,Foreigner,en,rock,north-american,classic rock,Group,234,0
Como Le Hago,Ezio Oliva,es,latin,latino,latin pop,male,366,1
Rock Of Ages,Def Leppard,en,rock,european,album rock,Group,327,0
Trouble,R3HAB,en,latin,european,tropical,male,281,0
Isle of You,Christon Gray,en,r&b,north-american,neo soul,male,334,0
Suede,NxWorries,en,r&b,north-american,urban contemporary,Group,549,0
Mis Muertos,Julieta Venegas,es,latin,north-american,tropical,female,141,1
Mother Earth,BANKS,en,pop,north-american,indie poptimism,female,211,0
My Life,Billy Joel,en,rock,north-american,classic rock,male,309,0
Playinwitme (feat. Kehlani),KYLE,en,r&b,north-american,urban contemporary,male,424,0
The Yes Yes Show,Parokya Ni Edgar,tl,rock,asian,classic rock,Group,707,1
Barracuda,Heart,en,rock,north-american,classic rock,Group,191,0
Te Quiero Amar - Remix,Pasabordo,es,latin,latino,latin pop,Group,369,1
The Beginning,ONE OK ROCK,en,rock,asian,album rock,Group,280,0
I Can Only Imagine (feat. Chris Brown & Lil Wayne),David Guetta,en,pop,european,electropop,male,377,0
Be Like You - Dante Klein RMX,CVBZ,en,pop,north-american,electropop,male,327,0
Ojitos Chiquitos,Don Omar,es,latin,north-american,reggaeton,male,512,1
Rock The Bells,LL Cool J,en,rap,north-american,southern hip hop,male,603,0
Piggy Bank,50 Cent,en,rap,north-american,gangster rap,male,508,0
Ready (feat. Gunna),Lil Baby,en,r&b,north-american,urban contemporary,male,567,0
Giovane Fuoriclasse,Capo Plaza,it,latin,european,latin hip hop,male,412,1
Follow You (feat. Danyka Nadeau),Au5,en,edm,north-american,progressive electro house,male,132,0
Lonely No More,Rob Thomas,en,rock,north-american,album rock,male,404,0
I Got Eyes (feat. TILI),John De Sohn,en,latin,european,tropical,male,267,0
Conteo - Fast And The Furious: Tokyo Drift Version,Don Omar,es,latin,north-american,latin hip hop,male,434,1
Take Me,Teedra Moses,en,r&b,north-american,neo soul,female,505,0
Holocene,Bon Iver,en,pop,north-american,dance pop,Group,384,0
Think About You - Galantis Remix,Kygo,en,pop,european,dance pop,male,606,0
Safety (feat. DJ Snake) - Dark Heart 2am Mix,GASHI,en,pop,north-american,dance pop,male,278,0
Ode To Billie Joe,Bobbie Gentry,en,rock,north-american,album rock,female,366,0
Black Betty,Ram Jam,en,rock,north-american,album rock,Group,174,0
Slow Ride - Live Version,Foghat,en,rock,european,classic rock,Group,280,0
For You,Kenny Lattimore,en,r&b,north-american,urban contemporary,male,526,0
Roni,Bobby Brown,en,r&b,north-american,new jack swing,male,555,0
Mr. Ferrari,GASHI,en,r&b,north-american,urban contemporary,male,386,0
Shed a Tear,Delinquent Habits,en,rap,north-american,gangster rap,Group,553,0
It Girl,Jason Derulo,en,pop,north-american,electropop,male,573,0
Te Quemaste,Manuel Turizo,es,rap,latino,trap,male,1500,1
Carry On - Nicky Romero Remix,Kygo,en,pop,european,dance pop,male,1032,0
Whatever Happens,Michael Jackson,en,r&b,north-american,urban contemporary,male,251,0
Unbreakable,Of Mice & Men,en,rock,north-american,hard rock,Group,201,0
Valerie,The Weeknd,en,r&b,north-american,urban contemporary,male,252,0
Let Me Love You - Marshmello Remix,DJ Snake,en,rap,european,trap,male,590,0
Dragostea Din Tei - Romanian Version,O-Zone,ro,pop,european,post-teen pop,Group,378,1
Whack It On Me,Damian Dame,en,r&b,north-american,new jack swing,Group,572,0
Dreams (Will Come Alive),2 Brothers On The 4th Floor,en,pop,european,dance pop,Group,358,0
Sleepless - Club Edit,CAZZETTE,en,edm,european,progressive electro house,Group,222,0
Come Over,Rahsaan Patterson,en,r&b,north-american,neo soul,male,371,0
Falling for You,Tamia,en,r&b,north-american,urban contemporary,female,217,0
Cheerleader (Felix Jaehn Remix) - Radio Edit,OMI,en,latin,latino,latin hip hop,male,429,0
Invincible,Adelitas Way,en,rock,north-american,hard rock,Group,248,0
Omo,Burna Boy,en,r&b,african,urban contemporary,male,314,0
Can't You See,The Marshall Tucker Band,en,rock,north-american,classic rock,Group,656,0
Unconditionally,Katy Perry,en,edm,north-american,pop edm,female,206,0
Too Late For Goodbyes,Julian Lennon,en,rock,european,album rock,male,132,0
Punto Rojo,Granuja,es,latin,latino,latin hip hop,male,346,1
Don't Let Me Be Lonely Tonight,David Sanborn,en,r&b,north-american,neo soul,male,242,0
Black Honey,Thrice,en,rock,north-american,hard rock,Group,340,0
The March Of The Black Queen - 2011 Mix,Queen,en,rock,european,album rock,Group,422,0
Melanin,Sauti Sol,en,latin,african,latin pop,Group,618,0
Under Pressure,Queen,en,rock,european,hard rock,Group,321,0
Una Vez Mas,Calle Ciega,es,latin,latino,latin pop,Group,262,1
Through the Fire,Chaka Khan,en,r&b,north-american,neo soul,female,305,0
Metaphysical,Autograf,en,pop,north-american,indie poptimism,Group,219,0
BoomTrap Protocol,Logic,en,rap,north-american,hip hop,male,596,0
The Less I Know The Better,Tame Impala,en,pop,oceania,post-teen pop,male,233,0
Passin' Me By,The Pharcyde,en,rap,north-american,southern hip hop,Group,820,0
Fractures,ILLENIUM,en,edm,north-american,pop edm,male,213,0
Negai,Zoology,en,r&b,north-american,neo soul,Group,387,0
Warmongers,Frozen Plasma,en,pop,european,electropop,Group,181,0
Radioactive,Imagine Dragons,en,pop,north-american,post-teen pop,Group,442,0
I Don't Know My Name,Grace VanderWaal,en,pop,north-american,indie poptimism,female,171,0
Yokubou ni michita seinendan,ONE OK ROCK,sw,rock,asian,album rock,Group,200,1
Feeling So Good,Ashley Tisdale,en,pop,north-american,post-teen pop,female,301,0
Candy Rain,Soul For Real,en,r&b,north-american,new jack swing,Group,194,0
Money To Blow - Street Version,Birdman,en,rap,north-american,hip hop,male,537,0
Thru These Tears,LANY,en,pop,north-american,indie poptimism,Group,299,0
People Have the Power,Patti Smith,en,rock,north-american,classic rock,female,346,0
Maps,Maroon 5,en,pop,north-american,post-teen pop,Group,1314,0
Savin' Me,Nickelback,en,rock,north-american,permanent wave,Group,293,0
SpottieOttieDopaliscious,OutKast,en,rap,north-american,southern hip hop,Group,1068,0
Love Will Save the Day,Whitney Houston,en,r&b,north-american,new jack swing,female,367,0
Tainted Love,Soft Cell,en,rock,european,classic rock,Group,226,0
The Lion Roars,Stephen Marley,en,rap,latino,southern hip hop,male,510,0
A Culpa é do Meu Grau (feat. Zé Neto & Cristiano) - Ao Vivo em Brasília,Diego & Victor Hugo,pt,edm,latino,pop edm,Group,310,1
Forget Me Nots,Saxity,en,latin,european,tropical,Group,308,0
When The Smoke Is Going Down,Scorpions,en,rock,european,hard rock,Group,104,0
Anytime,Brian McKnight,en,r&b,north-american,neo soul,male,186,0
Tie Your Mother Down - Remastered 2011,Queen,en,rock,european,album rock,Group,279,0
Humo en la Trampa,Aleman,es,rap,european,trap,Person,475,1
Me Niego (feat. Ozuna & Wisin),Reik,es,latin,north-american,latin pop,Group,568,1
Mind Is A Prison,Alec Benjamin,en,r&b,north-american,hip pop,male,384,0
Johnny B. Goode,Chuck Berry,en,rock,north-american,classic rock,male,229,0
"Merry Christmas, Baby - Remastered",Charles Brown,en,r&b,north-american,neo soul,male,111,0
Afroman,Plastilina Mosh,en,latin,north-american,latin hip hop,Group,431,1
After Forever,Black Sabbath,en,rock,european,hard rock,Group,299,0
Inside Out,Eve 6,en,rock,north-american,permanent wave,Group,392,0
Quit You,Lost Kings,en,edm,north-american,progressive electro house,Group,329,0
Goodness Gracious - The Chainsmokers Extended Remix,Ellie Goulding,en,edm,european,progressive electro house,female,352,0
Novocaine,The Unlikely Candidates,en,pop,north-american,indie poptimism,Group,451,0
I'm Eighteen,Alice Cooper,en,rock,north-american,hard rock,male,171,0
tonite,LCD Soundsystem,en,pop,north-american,electropop,Group,504,0
We Are Young,Saco,en,latin,european,tropical,male,375,0
Underdog,You Me At Six,en,pop,european,post-teen pop,Group,229,0
Kiss It Better - R3hab Remix,Rihanna,en,edm,north-american,pop edm,female,500,0
I Ain't Mad At Cha,2Pac,en,rap,north-american,gangster rap,male,924,0
Manic Monday,The Bangles,en,pop,north-american,electropop,Group,287,0
Come On To Me (feat. Sean Paul),Major Lazer,en,edm,latino,electro house,Group,788,0
Rebel Yell,Billy Idol,en,rock,european,hard rock,male,305,0
Goldie,A$AP Rocky,en,rap,north-american,southern hip hop,male,582,0
Jailhouse Rock,Elvis Presley,en,rock,north-american,classic rock,male,286,0
The Wedding Song,Frank Mccomb,en,r&b,north-american,neo soul,male,130,0
boyfriend (with Social House),Ariana Grande,en,r&b,north-american,hip pop,female,565,0
Atoms - Said the Sky Remix,RL Grime,en,pop,north-american,indie poptimism,male,233,0
Use Me,Bill Withers,en,rock,north-american,classic rock,male,242,0
raingurl,Yaeji,en,pop,north-american,dance pop,female,1048,0
Like A Pro,Blac Youngsta,en,r&b,north-american,urban contemporary,male,635,0
World At Our Feet - Deorro Remix,Timmy Trumpet,en,edm,oceania,progressive electro house,male,262,0
Popular Monster,Falling In Reverse,en,rock,north-american,hard rock,Group,439,0
Ride,A$AP Ferg,en,r&b,north-american,urban contemporary,male,376,0
You're Mine - Original Mix,Oscar and the Wolf,en,edm,european,electro house,Group,326,0
High,Young Rising Sons,en,pop,north-american,indie poptimism,Group,331,0
Missile,Dorothy,en,rap,north-american,southern hip hop,Group,277,0
Vaivén,Daddy Yankee,fr,latin,north-american,latin hip hop,male,436,1
The Boys Of Summer,Don Henley,en,rock,north-american,album rock,male,300,0
Highway Star,Deep Purple,en,rock,european,classic rock,Group,260,0
Choosy (feat. Jeremih & Davido),Fabolous,en,latin,north-american,latin pop,male,545,0
Bazooka - 538 Turn Up The Beach 2014 Theme,Firebeatz,en,edm,european,electro house,Group,858,0
98 Freestyle,Big L,en,rap,north-american,gangster rap,male,909,0
Town Called Malice,The Jam,en,rock,european,permanent wave,Group,232,0
Tonight's the Night (Gonna Be Alright),Rod Stewart,en,rock,european,album rock,male,162,0
Lost Boy,Ruth B.,en,r&b,north-american,urban contemporary,female,445,0
Nobody Else,Wahlstedt,en,pop,european,dance pop,male,392,0
California Girls,David Lee Roth,en,rock,north-american,album rock,male,198,0
Swine,Lady Gaga,en,rap,north-american,southern hip hop,female,314,0
El Carnaval,Baby Rasta & Gringo,es,latin,north-american,reggaeton,Group,417,1
JAMBO,Takagi & Ketra,it,r&b,european,hip pop,Group,274,1
Price,JMSN,en,r&b,north-american,neo soul,male,192,0
Roll the Bass,Major Lazer,en,rap,latino,southern hip hop,Group,263,0
Stay,Post Malone,en,pop,north-american,indie poptimism,male,324,0
I Don't Wanna,Aaliyah,en,r&b,north-american,urban contemporary,female,506,0
Mi Gente (feat. Beyoncé),J Balvin,es,latin,latino,latin hip hop,male,280,1
Wake Me Up,Avicii,en,pop,european,dance pop,male,1056,0
Sidewalks,The Weeknd,en,r&b,north-american,urban contemporary,male,464,0
Welcome To Your Life,Grouplove,en,pop,north-american,indie poptimism,Group,273,0
Mystery of Love,Sufjan Stevens,en,r&b,north-american,urban contemporary,male,198,0
Lucky - Spotify Session,Jason Mraz,en,latin,north-american,latin pop,male,270,0
Trampoline,SHAED,en,pop,north-american,post-teen pop,Group,216,0
Prrrum - Remix,Cosculluela,es,latin,north-american,reggaeton,male,1044,1
High Up,Arizona Zervas,en,rap,north-american,gangster rap,male,493,0
Alaska,Maggie Rogers,en,pop,north-american,dance pop,female,678,0
Thug,Slim Thug,en,rap,north-american,southern hip hop,male,1280,0
PRESS,Boslen,en,rap,north-american,hip hop,male,419,0
Recién Me Desperte,Lucho SSJ,es,rap,latino,trap,male,450,1
Everybody Hates Me - Khrebto Remix,The Chainsmokers,en,edm,north-american,pop edm,Group,337,0
Hero,Frank Ocean,en,r&b,north-american,neo soul,male,128,0
From the Inside,Alice Cooper,en,rock,north-american,hard rock,male,157,0
Ether,Nas,en,rap,north-american,gangster rap,male,948,0
"Hey, Soul Sister",Train,en,pop,north-american,post-teen pop,Group,588,0
The Rover - 1993 Remaster,Led Zeppelin,en,rock,european,hard rock,Group,297,0
Andamos Armados,Control Machete,es,latin,north-american,latin hip hop,Group,344,1
Quiero Bailar,Ivy Queen,es,latin,north-american,latin pop,female,1072,1
Each Time You Fall in Love,Cigarettes After Sex,en,pop,north-american,indie poptimism,Group,161,0
Carbonated Water,Ski Mask The Slump God,en,rap,north-american,hip hop,male,635,0
Tumbling Dice,The Rolling Stones,en,r&b,european,urban contemporary,Group,308,0
Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,en,pop,north-american,indie poptimism,female,456,0
20/20,Lil Tjay,en,rap,north-american,hip hop,male,1502,0
Golden,Parade of Lights,en,pop,north-american,indie poptimism,Group,199,0
¿Cual es tu plan?,Bad Bunny,es,rap,north-american,trap,male,1570,1
Arroyito,Fonseca,es,latin,latino,latin pop,male,267,1
Finders Keepers,You Me At Six,en,pop,european,post-teen pop,Group,324,0
Giving Him Something He Can Feel,En Vogue,en,r&b,north-american,new jack swing,Group,345,0
Too Fragile,CIRRRCLE,en,pop,asian,dance pop,Group,200,0
Inside Out,Five Finger Death Punch,en,rock,north-american,hard rock,Group,369,0
Retrograde,James Blake,en,r&b,european,neo soul,male,149,0
Too Much Time On My Hands,Styx,en,rock,north-american,classic rock,Group,347,0
The Way I Do,Bishop Briggs,en,r&b,european,neo soul,female,271,0
Forever My Lady,Jodeci,en,r&b,north-american,new jack swing,Group,207,0
Smells Like Teen Spirit,Nirvana,en,pop,north-american,electropop,Group,512,0
Take It All,Sawyer Fredericks,en,pop,north-american,indie poptimism,male,411,0
Satellites - EP Version,Cash Cash,en,edm,north-american,progressive electro house,Group,134,0
My Favorite Things,The Supremes,en,r&b,north-american,neo soul,Group,182,0
Bestia,Young Igi,pl,rap,european,trap,male,503,1
Real Games,Lucky Daye,en,r&b,north-american,urban contemporary,male,649,0
Leave It All Behind,Cult To Follow,en,rock,north-american,hard rock,Group,271,0
Bad Blood,Nao,en,r&b,asian,urban contemporary,female,333,0
Palace - Justin Caruso Remix,Hayley Kiyoko,en,pop,north-american,indie poptimism,female,314,0
Cinema (feat. Gary Go) - Radio Edit,Benny Benassi,en,pop,european,indie poptimism,male,205,0
Tainted Love,Soft Cell,en,pop,european,electropop,Group,226,0
Hat 2 da Back,TLC,en,r&b,north-american,new jack swing,Group,716,0
The First Rebreather,Big Big Train,en,rock,european,album rock,Group,272,0
"Tonight, Tonight - Remastered 2012",The Smashing Pumpkins,en,rock,north-american,permanent wave,Group,181,0
Noches de Aventura,Ozuna,es,latin,north-american,reggaeton,male,413,1
I Luv This Shit,August Alsina,en,rap,north-american,southern hip hop,male,667,0
All Right Now,Free,en,rock,european,classic rock,Group,310,0
Time to Pretend,MGMT,en,rock,north-american,permanent wave,Group,220,0
Fat Bottomed Girls - Remastered 2011,Queen,en,rock,european,classic rock,Group,293,0
Que Locura Enamorarme De Ti,Eddie Santiago,es,latin,north-american,tropical,male,329,1
Usually,DaniLeigh,en,r&b,north-american,hip pop,female,358,0
My Darling Bullet,Freakangel,en,pop,european,electropop,Group,296,0
Water Fountain,Alec Benjamin,en,pop,north-american,post-teen pop,male,367,0
Flame - Steve James Remix,Tinashe,en,edm,north-american,pop edm,female,352,0
SCARS (feat. Cub Rayan),Sick Individuals,en,edm,european,pop edm,Group,476,0
Vuelve a Mi,Micro Tdh,es,rap,latino,trap,male,372,1
Down On The Corner,Creedence Clearwater Revival,en,rock,north-american,classic rock,Group,246,0
Wild Thoughts,DJ Khaled,en,pop,north-american,dance pop,male,431,0
I Got A Man,Positive K,en,r&b,north-american,new jack swing,male,868,0
Painless,Fozzy,en,rock,north-american,hard rock,Group,285,0
"Slow Down - 12"" Version",Bobby V.,en,r&b,north-american,urban contemporary,male,473,0
So Good,Wahlstedt,en,edm,european,electro house,male,198,0
Attention,Charlie Puth,en,pop,north-american,dance pop,male,2445,0
Trenches,Pop Evil,en,rock,north-american,hard rock,Group,270,0
Down with the Sickness,Disturbed,en,rock,north-american,hard rock,Group,532,0
Groove Me,Guy,en,r&b,north-american,new jack swing,Group,214,0
Immortal,21 Savage,en,rap,north-american,hip hop,male,3656,0
