song_title,artist,musical_genre,lyric_length,needs_translation,continent,gender,source
$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),Lil Dicky,rap,2158,0,North America,Male,spotify
CITY OF ANGELS,24kGoldn,rock,199,0,North America,Male,spotify
Running on Empty - 45 Version,Jackson Browne,rock,270,0,North America,Male,spotify
Pretty Girl,Jon B.,r&b,317,0,North America,Male,spotify
The Addict,Bo Saris,r&b,401,0,Europe,Male,spotify
Falsas Promesas,Sech,latin,362,1,Latin America,Male,spotify
Gimme Brain,Travis Barker,rap,344,0,North America,Male,spotify
Run and Hide,Algebra Blessett,r&b,290,0,North America,Female,spotify
Domingo (feat. Cosculluela),Reykon,latin,459,1,Latin America,Male,spotify
Post Malone (feat. RANI) - GATTÜSO Remix,Sam Feldt,pop,576,0,Europe,Male,spotify
American Boy - Brooks Remix,Estelle,pop,651,0,Europe,Female,spotify
I Will Survive,Gloria Gaynor,r&b,420,0,North America,Female,spotify
Hearts Ain't Gonna Lie - Eden Prince Remix,Arlissa,pop,370,0,Europe,Female,spotify
"Lo Que Paso, Paso",Daddy Yankee,latin,431,1,North America,Male,spotify
Wicked,Future,rap,368,0,North America,Male,spotify
Over,Drake,rap,617,0,North America,Male,spotify
Porcelain - Sick Individuals Remix [Edit],Moby,edm,104,0,North America,Male,spotify
Tot,BTNG,rap,339,1,Europe,Male,spotify
You Give Me Something,James Morrison,rock,236,0,Europe,Male,spotify
Never Really Over - Syn Cole Remix,Katy Perry,edm,541,0,North America,Female,spotify
So Gone,Monica,r&b,862,0,North America,Female,spotify
I'd Love You to Want Me,Lobo,rock,268,0,North America,Male,spotify
Mextasis,Simpson Ahuevo,latin,308,1,North America,Male,spotify
Hallucinogenics,Matt Maeson,pop,239,0,North America,Male,spotify
Ak 47,Granuja,latin,329,1,Latin America,Male,spotify
Like Woah,Logic,rap,477,0,North America,Male,spotify
In Mezzo A Questo Inverno,Tiziano Ferro,r&b,266,1,Europe,Male,spotify
Recuerdos,Nicki Nicole,rap,247,1,Latin America,Female,spotify
Electric Body,A$AP Rocky,rap,633,0,North America,Male,spotify
Nowhere,Bubba Sparxxx,rap,633,0,North America,Male,spotify
Nobody,Mitski,pop,338,0,North America,Female,spotify
Everything,Jody Watley,r&b,244,0,North America,Female,spotify
Photograph,Jacob Banks,r&b,118,0,Europe,Male,spotify
Drop It,Tujamo,edm,320,0,Europe,Male,spotify
Top of the World (feat. Mase),Brandy,r&b,641,0,North America,Female,spotify
Shake That Thing,Sean Paul,latin,669,0,Latin America,Male,spotify
Mornin Dew,Sunni Colon,pop,482,0,North America,Male,spotify
Spaceship Coupe,Justin Timberlake,r&b,674,0,North America,Male,spotify
Gotta Find A Way,Frank Mccomb,r&b,180,0,North America,Male,spotify
Gangsta Gangsta,18 Karat,rap,398,1,Europe,Male,spotify
Into You - 3LAU Remix,Ariana Grande,edm,456,0,North America,Female,spotify
Team,Noah Cyrus,r&b,328,0,North America,Female,spotify
Mo Fire,Lil Wayne,rap,386,0,North America,Male,spotify
Thinking About You,Hardwell,edm,256,0,Europe,Male,spotify
Away From,Caleborate,rap,700,0,North America,Male,spotify
The Greatest,Cat Power,r&b,154,0,North America,Female,spotify
Happy,Ashanti,r&b,354,0,North America,Female,spotify
i love you,Billie Eilish,r&b,191,0,North America,Female,spotify
I'd Love To Change The World - Matstubs Remix,Jetta,pop,272,0,Europe,Female,spotify
C'est La Vie,Robbie Nevil,rock,377,0,North America,Male,spotify
Somebody Else,Isac Elliot,r&b,252,0,Europe,Male,spotify
Hacerlo de Nuevo,McKlopedia,latin,467,1,Latin America,Male,spotify
Puta Madre,RAF Camora,rap,529,1,Europe,Male,spotify
Darte un Beso,Prince Royce,latin,244,1,North America,Male,spotify
Graduation (with Juice WRLD),benny blanco,pop,453,0,North America,Male,spotify
AMOR,BoA,pop,132,1,Asia,Female,spotify
Music,Leela James,r&b,144,0,North America,Female,spotify
Stop! - Player & Remady Swiss Mix,DJ Antoine,edm,217,1,Europe,Male,spotify
Deja Que Fluya,Lary Over,rap,1050,1,North America,Male,spotify
"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",Amy Winehouse,r&b,279,0,Europe,Female,spotify
Read Your Mind,Avant,r&b,515,0,North America,Male,spotify
Never Catch Me,Flying Lotus,pop,644,0,North America,Male,spotify
Officially Missing You,Tamia,r&b,224,0,North America,Female,spotify
One In A Million - Paris Blohm Remix,Andrew Rayel,edm,109,0,Europe,Male,spotify
Grave,Summer Walker,r&b,187,0,North America,Female,spotify
Secrets,Jacob Whitesides,pop,280,0,North America,Male,spotify
"Gonna Love Me (feat. Ghostface Killah, Method Man & Raekwon) - Remix",Teyana Taylor,r&b,326,0,North America,Female,spotify
Horizonte de las Estrellas,Miguel Bosé,pop,116,1,Europe,Male,spotify
Verrako,Coqeéin Montana,rap,348,1,Latin America,Male,spotify
Suit & Tie,Justin Timberlake,latin,740,0,North America,Male,spotify
Molotov,AchtVier,rap,434,1,Europe,Male,spotify
Roller Coaster,CHUNG HA,pop,582,1,Asia,Female,spotify
FAST,Arizona Zervas,rap,424,0,North America,Male,spotify
Press,Cardi B,r&b,490,0,North America,Female,spotify
Like Yesterday,Denzil Porter,r&b,547,0,North America,Male,spotify
Raging,Kygo,pop,598,0,Europe,Male,spotify
Make You Believe,Lucy Hale,pop,421,0,North America,Female,spotify
Borro Cassette,Maluma,latin,992,1,Latin America,Male,spotify
Thorns,Faustix,pop,282,0,Europe,Male,spotify
Scatman's World,Scatman John,pop,327,0,North America,Male,spotify
Per due che come noi,Brunori Sas,r&b,257,1,Europe,Male,spotify
Pull Up,Lil Mosey,r&b,583,0,North America,Male,spotify
I Forgot To Be Your Lover,William Bell,r&b,167,0,North America,Male,spotify
Unfoolish,Ashanti,r&b,488,0,North America,Female,spotify
Old Love / New Love,Twin Shadow,pop,204,0,North America,Male,spotify
like that,Bea Miller,pop,1194,0,North America,Female,spotify
Outlet,Desiigner,rap,637,0,North America,Male,spotify
Per Le Strade Una Canzone (feat. Luis Fonsi),Eros Ramazzotti,r&b,293,1,Europe,Male,spotify
Molly,Cedric Gervais,edm,188,0,Europe,Male,spotify
Dissociation,Aaryan Shah,rap,193,0,North America,Male,spotify
Pose (feat. Lil Uzi Vert),Yo Gotti,rap,1190,0,North America,Male,spotify
Club Can't Handle Me (feat. David Guetta),Flo Rida,pop,630,0,North America,Male,spotify
Flow Seats,MFnMelo,rap,291,0,North America,Male,spotify
One Time,Justin Bieber,latin,496,0,North America,Male,spotify
Christopher Walking,Pop Smoke,rap,571,0,North America,Male,spotify
Superlove - FTampa Remix,Tinashe,edm,483,0,North America,Female,spotify
Simon Says,Pharoahe Monch,rap,473,0,North America,Male,spotify
Set It Off,Boosie Badazz,rap,1004,0,North America,Male,spotify
Marijuana - Album Version (Edited),Kid Cudi,rap,345,0,North America,Male,spotify
On vit d'amour,Jean-Louis Aubert,rock,189,1,Europe,Male,spotify
LA LATINA,Rels B,rap,450,1,Europe,Male,spotify
Solid Ground - Deepend Remix,Alex Vargas,pop,203,0,Europe,Male,spotify
Son Of A Preacher Man,Dusty Springfield,r&b,336,0,Europe,Female,spotify
Like a Drum - The Chainsmokers Remix,Guy Sebastian,edm,222,0,Oceania,Male,spotify
DO DAT (feat. DaBaby & Lil Baby),Stunna 4 Vegas,rap,911,0,North America,Male,spotify
Hot In Herre,Jenny Owen Youngs,r&b,584,0,North America,Female,spotify
One Call Away - KLYMVX Remix,Charlie Puth,latin,234,0,North America,Male,spotify
Don't Wanna Fall in Love,Jane Child,r&b,278,0,North America,Female,spotify
Baby,Justin Bieber,pop,804,0,North America,Male,spotify
The Village,Wrabel,pop,258,0,North America,Male,spotify
Bulletproof,Raheem DeVaughn,r&b,424,0,North America,Male,spotify
get well soon,Ariana Grande,pop,713,0,North America,Female,spotify
Feelings Hurt,Rockie Fresh,edm,780,0,North America,Male,spotify
Change The World (feat. Hollyn) [David Thulin Remix],Derek Minor,edm,361,0,North America,Male,spotify
Body Like A Back Road,Sam Hunt,latin,302,0,North America,Male,spotify
Witness,Katy Perry,pop,375,0,North America,Female,spotify
Lions in the Wild,Martin Garrix,pop,612,0,Europe,Male,spotify
All Black,Big L,rap,812,0,North America,Male,spotify
Patointeligencja,Mata,rap,672,1,Europe,Male,spotify
My Love,Paul McCartney,rock,178,0,Europe,Male,spotify
Roar,Katy Perry,pop,1365,0,North America,Female,spotify
Be Alright,Ariana Grande,r&b,210,0,North America,Female,spotify
I Don't Care (with Justin Bieber) - Loud Luxury Remix,Ed Sheeran,pop,1074,0,Europe,Male,spotify
La Incondicional,Luis Miguel,latin,240,1,North America,Male,spotify
When We Was Fab - 2004 Mix,George Harrison,rock,172,0,Europe,Male,spotify
Tu Sicaria,Ms Nina,latin,265,1,Europe,Female,spotify
I Knew You Were Trouble.,Taylor Swift,pop,400,0,North America,Female,spotify
Sweet Life,Frank Ocean,r&b,350,0,North America,Male,spotify
Dey Know,Shawty Lo,rap,388,0,North America,Male,spotify
I Would Die 4 U,Prince,r&b,219,0,North America,Male,spotify
C U Girl,Steve Lacy,r&b,128,0,North America,Male,spotify
Riptide - FlicFlac Edit,Vance Joy,latin,380,0,Oceania,Male,spotify
Jungle Boyz,Malik Montana,rap,334,1,Europe,Male,spotify
When It Rains It Pours,50 Cent,rap,587,0,North America,Male,spotify
Don't You Cry For Me,Cobi,pop,336,0,North America,Male,spotify
Dedication (feat. Kendrick Lamar),Nipsey Hussle,rap,605,0,North America,Male,spotify
"What Christmas Means to Me - from ""The Best Man Holiday Original Motion Picture Soundtrack""",Fantasia,r&b,227,0,North America,Female,spotify
Paradise,Khalid,r&b,227,0,North America,Male,spotify
You Are The Reason - Tiësto's AFTR:HRS Remix,Calum Scott,latin,213,0,Europe,Male,spotify
Do What You Do,Jermaine Jackson,rock,232,0,North America,Male,spotify
AVA,Garmiani,edm,156,0,Europe,Male,spotify
Sweettalk my Heart - Team Salut Remix,Tove Lo,pop,405,0,Europe,Female,spotify
On My Mind - Jax Jones Remix,Ellie Goulding,edm,552,0,Europe,Female,spotify
Clarity - Brillz Remix,Zedd,rap,249,0,Europe,Male,spotify
Mad World,Michael Andrews,pop,207,0,North America,Male,spotify
X (feat. Future),21 Savage,rap,709,0,North America,Male,spotify
Million Voices,Armin van Buuren,edm,144,0,Europe,Male,spotify
Adan y Eva,Paulo Londra,pop,1680,1,Latin America,Male,spotify
Undefeated (feat. Lil Keed),Future,rap,692,0,North America,Male,spotify
Dreams,Bazzi,pop,268,0,North America,Male,spotify
Formation,Beyoncé,r&b,702,0,North America,Female,spotify
Roll Some Mo (feat. Ty Dolla $ign & Wale) - Remix,Lucky Daye,r&b,267,0,North America,Male,spotify
Wake Me Up - Radio Edit,Avicii,pop,1056,0,Europe,Male,spotify
You Can Do It,Ice Cube,rap,851,0,North America,Male,spotify
Embrace,Goldroom,pop,388,0,North America,Male,spotify
Habiba,Boef,pop,692,1,Europe,Male,spotify
Angel,Sarah McLachlan,rock,224,0,North America,Female,spotify
Just Right,Raheem DeVaughn,r&b,143,0,North America,Male,spotify
Una volta ancora (feat. Ana Mena),Fred De Palma,r&b,364,1,Europe,Male,spotify
goosebumps,Travis Scott,pop,1683,0,North America,Male,spotify
On Somebody,Ava Max,latin,436,0,North America,Female,spotify
Stay Flo,Solange,r&b,636,0,North America,Female,spotify
Never Would Have Made It,Teyana Taylor,r&b,193,0,North America,Female,spotify
RENT FREE,Russ,rap,1018,0,North America,Male,spotify
Bandit (with YoungBoy Never Broke Again),Juice WRLD,pop,4984,0,North America,Male,spotify
Pray for Me (feat. Origami),Said the Sky,edm,184,0,North America,Male,spotify
Funky Little Beat,Connie,latin,309,0,North America,Female,spotify
See You Leave,RJD2,r&b,615,0,North America,Male,spotify
"BZRP Music Sessions, Vol. 3 (feat. Paco Amoroso)",Bizarrap,rap,239,1,Latin America,Male,spotify
That's That Shit,Snoop Dogg,r&b,715,0,North America,Male,spotify
Lips Are Movin,Meghan Trainor,pop,1056,0,North America,Female,spotify
Proud Mary,Tina Turner,r&b,254,0,Europe,Female,spotify
Ti dedico il silenzio,Ultimo,r&b,297,1,Europe,Male,spotify
Won't Live Here,Daniel Caesar,r&b,224,0,North America,Male,spotify
Round and Round - Soul Mix Edit,Tevin Campbell,r&b,328,0,North America,Male,spotify
Let Her Go,Passenger,latin,433,0,Europe,Male,spotify
Rest,Charlotte Gainsbourg,pop,159,1,Europe,Female,spotify
Weekend (feat. Miguel),Mac Miller,rap,1026,0,North America,Male,spotify
JUST SAYING,Comethazine,rap,371,0,North America,Male,spotify
Ramayama,Don Omar,latin,405,1,North America,Male,spotify
Greaze Mode,Skepta,rap,486,0,Europe,Male,spotify
I Love You,Faith Evans,r&b,536,0,North America,Female,spotify
Biking (Solo),Frank Ocean,r&b,709,0,North America,Male,spotify
The Weekend,SZA,r&b,360,0,North America,Female,spotify
Soledad,Loco Escrito,latin,346,1,Europe,Male,spotify
Face Down,Mustard,rap,998,0,North America,Male,spotify
Can't Wait,Jill Scott,r&b,406,0,North America,Female,spotify
Tanta Falta Remix,Bryant Myers,latin,332,1,North America,Male,spotify
I Would Like - R3hab Remix,Zara Larsson,edm,464,0,Europe,Female,spotify
KIKA,6ix9ine,rap,888,0,North America,Male,spotify
It's A Vibe,2 Chainz,rap,880,0,North America,Male,spotify
Summer Of '69,Bryan Adams,rock,284,0,North America,Male,spotify
Delirious,Prince,r&b,206,0,North America,Male,spotify
Dreamlover,Mariah Carey,r&b,300,0,North America,Female,spotify
One Woman Man,Dave Hollister,r&b,247,0,North America,Male,spotify
Overtime,Chris Brown,r&b,1028,0,North America,Male,spotify
OTW,Khalid,r&b,617,0,North America,Male,spotify
Te Quedaste Solo,Fanny Lu,latin,960,1,Latin America,Female,spotify
I'm Like A Bird - Acoustic Version,Nelly Furtado,latin,502,0,North America,Female,spotify
Robbery,Juice WRLD,rap,417,0,North America,Male,spotify
Safari,Maxwell,latin,324,1,North America,Male,spotify
Ride Slow,Russ,rap,331,0,North America,Male,spotify
Fabrics,Felly,r&b,579,0,North America,Male,spotify
Cats in the Cradle,Harry Chapin,rock,451,0,North America,Male,spotify
The Lion Roars - Mayfield Version,Stephen Marley,rap,510,0,Latin America,Male,spotify
If You Need Me,Wilson Pickett,r&b,169,0,North America,Male,spotify
Never Forget You,Zara Larsson,pop,1040,0,Europe,Female,spotify
I Don't Get Tired (#IDGT) (feat. August Alsina),Kevin Gates,rap,706,0,North America,Male,spotify
Take It Back,Logic,rap,1453,0,North America,Male,spotify
Nova (feat. Nolan The Ninja),Dabrye,r&b,439,0,North America,Male,spotify
Elephant,Tame Impala,rock,149,0,Oceania,Male,spotify
Knockin' On Heaven's Door - Remastered,Bob Dylan,rock,321,0,North America,Male,spotify
Born to Run,Bruce Springsteen,rock,698,0,North America,Male,spotify
Act My Age,Katy Perry,pop,370,0,North America,Female,spotify
Old Thing Back (feat. Ja Rule and Ralph Tresvant),Matoma,latin,854,0,Europe,Male,spotify
March Madness,Future,rap,819,0,North America,Male,spotify
Guilty Conscience,Eminem,rap,723,0,North America,Male,spotify
DNA.,Kendrick Lamar,rap,1354,0,North America,Male,spotify
Chocolate Jesus,Tom Waits,rock,203,0,North America,Male,spotify
Westside,TQ,r&b,912,0,North America,Male,spotify
Deja Vu,J. Cole,rap,843,0,North America,Male,spotify
Slow Dance,Kelly Clarkson,r&b,280,0,North America,Female,spotify
Being Alive,Hardwell,edm,220,0,Europe,Male,spotify
Toxic,Britney Spears,pop,256,0,North America,Female,spotify
Almeda,Solange,r&b,391,0,North America,Female,spotify
Breaks,Goldroom,pop,180,0,North America,Male,spotify
For Tonight,Nancy Martinez,latin,206,0,North America,Female,spotify
Mad World - Radio Edit,Hardwell,edm,208,0,Europe,Male,spotify
Cheerleader (Ricky Blaze Remix),OMI,rap,429,0,Latin America,Male,spotify
Green Light,Lorde,pop,411,0,Oceania,Female,spotify
Here with Me,Susie Suh,pop,153,0,North America,Female,spotify
Donde Estas Corazon,Shakira,latin,302,1,Latin America,Female,spotify
Slow Motion,Juvenile,r&b,835,0,North America,Male,spotify
Supercut,Lorde,pop,382,0,Oceania,Female,spotify
The Heist,Big L,rap,718,0,North America,Male,spotify
Estamos Clear,Miky Woodz,latin,973,1,North America,Male,spotify
Painkiller (feat. Meghan Trainor),Jason Derulo,edm,443,0,North America,Male,spotify
VHS,PlanBe,rap,325,1,Europe,Male,spotify
Somebody,Sigala,latin,499,0,Europe,Male,spotify
Insta,Bizzey,latin,426,1,Europe,Male,spotify
47 - Remix,Anuel AA,latin,687,1,North America,Male,spotify
Soundtrack 2 My Life,Kid Cudi,rap,574,0,North America,Male,spotify
Justicia,Silvestre Dangond,latin,446,1,Latin America,Male,spotify
all the good girls go to hell,Billie Eilish,pop,225,0,North America,Female,spotify
Caro,Bad Bunny,rap,826,1,North America,Male,spotify
Me and You,Laura Marano,pop,405,0,North America,Female,spotify
That New York,Fredro Starr,rap,541,0,North America,Male,spotify
Wet Dreamz,J. Cole,r&b,1454,0,North America,Male,spotify
You Ain't Know,Birdman,rap,520,0,North America,Male,spotify
Wanna Be Loved,Jill Scott,r&b,363,0,North America,Female,spotify
Cynic,Noah Kahan,pop,432,0,North America,Male,spotify
No One,Alicia Keys,edm,308,0,North America,Female,spotify
I Can't Stop Loving You,Kem,r&b,670,0,North America,Male,spotify
Give Blood,Pete Townshend,rock,261,0,Europe,Male,spotify
Kids,Current Joys,rock,109,0,North America,Male,spotify
"Ay MI Dios (feat. Pitbull, Yandel & Chacal)",IAmChino,latin,553,1,North America,Male,spotify
Selecta,Dopebwoy,latin,442,1,Europe,Male,spotify
Que Va,Alex Sensation,latin,491,1,North America,Male,spotify
I'm a Thug,Trick Daddy,rap,643,0,North America,Male,spotify
"The More You Ignore Me, the Closer I Get - 2014 Remaster",Morrissey,rock,164,0,Europe,Male,spotify
I'm Different,2 Chainz,rap,537,0,North America,Male,spotify
Dark Times,The Weeknd,r&b,333,0,North America,Male,spotify
Beautiful People (feat. Khalid) - NOTD Remix,Ed Sheeran,latin,714,0,Europe,Male,spotify
When You Praise,Fred Hammond,r&b,276,0,North America,Male,spotify
There for You,Martin Garrix,pop,993,0,Europe,Male,spotify
Lost & Found,Jorja Smith,r&b,305,0,Europe,Female,spotify
Broken Strings,James Morrison,r&b,346,0,Europe,Male,spotify
After The Pain,Betty Wright,rap,832,0,North America,Female,spotify
Friends Go,Maggie Lindemann,pop,323,0,North America,Female,spotify
Gasolina,Daddy Yankee,latin,421,1,North America,Male,spotify
Walk Me Home,P!nk,r&b,264,0,North America,Female,spotify
Put It On,Big L,rap,1520,0,North America,Male,spotify
Trumpets,Jason Derulo,pop,814,0,North America,Male,spotify
X - Remix,Nicky Jam,latin,331,1,North America,Male,spotify
All You Need Is Love,Frank Mccomb,r&b,185,0,North America,Male,spotify
Good Vibes Soldier (feat. Head Quattaz),KSHMR,edm,271,0,North America,Male,spotify
Light,San Holo,pop,1665,0,Europe,Male,spotify
Noticed,Lil Mosey,r&b,471,0,North America,Male,spotify
REMEDY,Alesso,pop,439,0,Europe,Male,spotify
Fish N Grits (feat. Travis Scott),Wale,rap,462,0,North America,Male,spotify
Cold Hearted,Paula Abdul,r&b,362,0,North America,Female,spotify
