song_title,artist,continent,gender,source,original_index,musical_genre,needs_translation,lyrics_length
Cobar Line,Lee Kernaghan,oceania,male,wasabi,8579,,0,268
Angel,Cody Simpson,oceania,male,wasabi,8580,,0,341
Satisfied,Natalie Imbruglia,oceania,female,wasabi,8581,,0,288
A Walk On The Wild Side,Mick Harvey,oceania,male,wasabi,8582,,0,134
Cinders,Sarah Blasko,oceania,female,wasabi,8583,,0,174
Fade-Away,Che Fu,oceania,male,wasabi,8584,,0,159
Sparrows,M. Craft,oceania,male,wasabi,8585,,0,141
Carolina,Kimbra,oceania,female,wasabi,8586,,0,238
Thank You,Ben Lee,oceania,male,wasabi,8587,,0,248
Warm Nights,Robert Forster,oceania,male,wasabi,8588,,0,128
Be What You Be,Angus Stone,oceania,male,wasabi,8589,,0,199
Burn For You,John Farnham,oceania,male,wasabi,8590,,0,179
Silvery Rain,Olivia Newton-John,oceania,female,wasabi,8591,,0,198
Met Her Today,Peter Koppes,oceania,male,wasabi,8592,,0,197
Landslide,Lior,oceania,male,wasabi,8593,,0,135
She Keeps Me Dreaming,Colin Hay,oceania,male,wasabi,8594,,0,163
I Would I Were,James Keelaghan,oceania,male,wasabi,8595,,0,172
Everything At Once,Lenka,oceania,female,wasabi,8596,,0,300
More Than Life,Whitley,oceania,female,wasabi,8597,,0,113
On The Verge Of Something Wonderful,Darren Hayes,oceania,male,wasabi,8598,,0,293
IYiYi,Cody Simpson,oceania,male,wasabi,8599,,0,644
This Is The Way,Dannii Minogue,oceania,female,wasabi,8600,,0,280
Celebrate Youth,Rick Springfield,oceania,male,wasabi,8601,,0,463
If We Help One Another,Rick Springfield,oceania,male,wasabi,8602,,0,120
Slow Down Jackson,Olivia Newton-John,oceania,female,wasabi,8603,,0,137
Green Spandex,Xavier Rudd,oceania,male,wasabi,8604,,0,172
Souls,Rick Springfield,oceania,male,wasabi,8605,,0,295
Superwoman,Paulini,oceania,female,wasabi,8606,,0,584
Let My Love Open The Door,Natalie Imbruglia,oceania,female,wasabi,8607,,0,216
Loch Lomond,Steve McDonald,oceania,male,wasabi,8608,,0,185
When The Snow Falls On The Alice,Lee Kernaghan,oceania,male,wasabi,8609,,0,178
Jolene,Olivia Newton-John,oceania,female,wasabi,8610,,0,204
The Neverness Hoax,Steve Kilbey,oceania,male,wasabi,8611,,0,189
Number 34,Adam Brand,oceania,male,wasabi,8612,,0,239
Wasted,Turk Tresize,oceania,male,wasabi,8613,,0,188
Here I Am,Natalie Gauci,oceania,female,wasabi,8614,,0,222
Bitter Twist,Vanessa Amorosi,oceania,female,wasabi,8615,,0,374
Inside Silvia,Rick Springfield,oceania,male,wasabi,8616,,0,197
American Television,Ben Lee,oceania,male,wasabi,8617,,0,250
The Special Two,Missy Higgins,oceania,female,wasabi,8618,,0,394
Where Do We Go From Here (with Blake),Hayley Westenra,oceania,female,wasabi,8619,,0,427
Her Mark,Peter Koppes,oceania,male,wasabi,8620,,0,87
Bruce,Tim Minchin,oceania,male,wasabi,8621,,0,506
Hey Ho,Gin Wigmore,oceania,female,wasabi,8622,,0,223
Lava,Monique Brumby,oceania,female,wasabi,8623,,0,220
Warm Ride,Andy Gibb,oceania,male,wasabi,8624,,0,238
Turning Up The Heat,Vanessa Amorosi,oceania,female,wasabi,8625,,0,274
Searchin',Ben Lummis,oceania,male,wasabi,8626,,0,302
Too Far Gone,Adalita,oceania,female,wasabi,8627,,0,166
Here I Am,Mick Harvey,oceania,male,wasabi,8628,,0,138
Meet Me In The Red Room,Amiel,oceania,female,wasabi,8629,,0,305
Wanna Be The One,Anthony Callea,oceania,male,wasabi,8630,,0,252
Skit,Drapht,oceania,male,wasabi,8631,,0,310
Silent Night,Rick Springfield,oceania,male,wasabi,8632,,0,119
Overcome,Monique Brumby,oceania,female,wasabi,8633,,0,233
Nirvana,Tuka,oceania,male,wasabi,8634,,0,288
Ride This Feeling,Kate Miller-Heidke,oceania,female,wasabi,8635,,0,257
A Little Bit Lonesome,Kasey Chambers,oceania,female,wasabi,8636,,0,239
Flashback,Tina Arena,oceania,female,wasabi,8637,,0,293
Stayin' Alive,Kate Miller-Heidke,oceania,female,wasabi,8638,,0,84
He Wrote,Adalita,oceania,female,wasabi,8639,,0,187
Love At First Sight,Kylie Minogue,oceania,female,wasabi,8640,,0,308
Everything Love Is,Olivia Newton-John,oceania,female,wasabi,8641,,0,189
Intoxicated Man,Mick Harvey,oceania,male,wasabi,8642,,0,163
Special Surprise,Luke Buda,oceania,male,wasabi,8643,,0,144
Your Love,Margaret Urlich,oceania,female,wasabi,8644,,0,109
Clap Your Hands,Sia,oceania,female,wasabi,8645,,0,403
Always Find The Time,Kylie Minogue,oceania,female,wasabi,8646,,0,294
Chains,Tina Arena,oceania,female,wasabi,8647,,0,231
The Time It Takes,Holly Throsby,oceania,female,wasabi,8648,,0,209
"Let Your Light In, Babe",Robert Forster,oceania,male,wasabi,8649,,0,238
Words Cannot Say,Adam Brand,oceania,male,wasabi,8650,,0,171
Love We Got Goin',Keith Urban,oceania,male,wasabi,8651,,0,183
If I Forget,Delta Goodrem,oceania,female,wasabi,8652,,0,225
1959,Lee Kernaghan,oceania,male,wasabi,8653,,0,242
Without You,Colin Buchanan,oceania,male,wasabi,8654,,0,175
Red Blooded Woman,Kylie Minogue,oceania,female,wasabi,8655,,0,593
Sister Mercy,Jimmy Barnes,oceania,male,wasabi,8656,,0,263
The Tracks Of My Tears,Peter Andre,oceania,male,wasabi,8657,,0,236
Insania,Peter Andre,oceania,male,wasabi,8658,,0,162
I Like The Way,Deni Hines,oceania,female,wasabi,8659,,0,369
Who Are We Fooling?,Brooke Fraser,oceania,female,wasabi,8660,,0,309
Wait For Me,Rebecca St. James,oceania,female,wasabi,8661,,0,321
If Tomorrow Never Comes,Jason Owen,oceania,male,wasabi,8662,,0,258
Born Out Of Time,Rick Springfield,oceania,male,wasabi,8663,,0,242
Walk Amongst His Ruins,Colin Hay,oceania,male,wasabi,8664,,0,184
Salt To The Sea,Tim Finn,oceania,male,wasabi,8665,,0,187
You Are The Music,M. Craft,oceania,male,wasabi,8666,,0,174
Hope,David Campbell,oceania,male,wasabi,8667,,0,145
Nothing To No One,Gin Wigmore,oceania,female,wasabi,8668,,0,251
Calling All Girls,Rick Springfield,oceania,male,wasabi,8669,,0,328
Any Day Now,Missy Higgins,oceania,female,wasabi,8670,,0,212
Return To Paradise,Sam Sparro,oceania,male,wasabi,8671,,0,213
I Need Love,Olivia Newton-John,oceania,female,wasabi,8672,,0,307
My Jesus I Love Thee (I Love You Jesus),Darlene Zschech,oceania,female,wasabi,8673,,0,247
Are You Looking After Yourself?,Courtney Barnett,oceania,female,wasabi,8674,,0,225
Warning Bell,Butterfly Boucher,oceania,female,wasabi,8675,,0,203
Delight,Bic Runga,oceania,female,wasabi,8676,,0,187
Life In Sunshine,Jamie McDell,oceania,female,wasabi,8677,,0,307
Arabia,Peter Koppes,oceania,male,wasabi,8678,,0,141
The River Cried,Russell Hitchcock,oceania,male,wasabi,8679,,0,170
Playing To Win,John Farnham,oceania,male,wasabi,8680,,0,253
Love Song For Jeffrey,Helen Reddy,oceania,female,wasabi,8681,,0,161
Design Desire,Abbe May,oceania,female,wasabi,8682,,0,22
Show Your Glory,Rebecca St. James,oceania,female,wasabi,8683,,0,144
I Believe In You,Kylie Minogue,oceania,female,wasabi,8684,,0,306
Pash,Kate Ceberano,oceania,female,wasabi,8685,,0,246
Help Me Make It Through The Night,Olivia Newton-John,oceania,female,wasabi,8686,,0,130
Bird,Robert Forster,oceania,male,wasabi,8687,,0,185
One Million Bullets,Sia,oceania,female,wasabi,8688,,0,362
Thrill Is Gone,Bernard Fanning,oceania,male,wasabi,8689,,0,202
Last To Know,Neil Finn,oceania,male,wasabi,8690,,0,161
Sleep,Alex Lloyd,oceania,male,wasabi,8691,,0,137
Little Chief,Xavier Rudd,oceania,male,wasabi,8692,,0,265
Dancing Dirt Into The Snow,Missy Higgins,oceania,female,wasabi,8693,,0,222
Lullaby,Peter Koppes,oceania,male,wasabi,8694,,0,182
To The Bank,Urthboy,oceania,male,wasabi,8695,,0,537
Come Quickly Lord,Rebecca St. James,oceania,female,wasabi,8696,,0,219
"Stop, Drop And Roll",Mareko,oceania,male,wasabi,8697,,0,561
That Girl From Brownsville Texas,Jim White,oceania,male,wasabi,8698,,0,518
The Submarine,Whitley,oceania,female,wasabi,8699,,0,117
Summer Love,Guy Sebastian,oceania,male,wasabi,8700,,0,287
Hooley Dooley Wop Bam Boom! (Jesus Christ Is Coming Soon),Colin Buchanan,oceania,male,wasabi,8701,,0,157
Hopelessly Devoted To You,Olivia Newton-John,oceania,female,wasabi,8702,,0,188
Put The Pieces Back Together,Michael Hutchence,oceania,male,wasabi,8703,,0,192
Give Me Just A Little More Time,Kylie Minogue,oceania,female,wasabi,8704,,0,480
Never Say Goodbye,Hayley Westenra,oceania,female,wasabi,8705,,0,114
Sandcastles,Jon English,oceania,male,wasabi,8706,,0,285
Walk With Me,Lisa Mitchell,oceania,female,wasabi,8707,,0,220
Melody,Andy Gibb,oceania,male,wasabi,8708,,0,261
Heart Bounded By Sorrow,Andrew Morris,oceania,male,wasabi,8709,,0,211
All Fall Down,Bic Runga,oceania,female,wasabi,8710,,0,121
Bridge Over Troubled Waters,Dami Im,oceania,female,wasabi,8711,,0,163
Did It Again,Kylie Minogue,oceania,female,wasabi,8712,,0,345
An Arrow,Sarah Blasko,oceania,female,wasabi,8713,,0,140
When The War Is Over,John Farnham,oceania,male,wasabi,8714,,0,204
Snowbird,M. Craft,oceania,male,wasabi,8715,,0,462
Paradise,Cody Simpson,oceania,male,wasabi,8716,,0,176
All I Need Is You,Guy Sebastian,oceania,male,wasabi,8717,,0,510
One Thing Leads To Another,Vanessa Amorosi,oceania,female,wasabi,8718,,0,370
Lizards From Lounges,James Reyne,oceania,male,wasabi,8719,,0,123
Venus In Overdrive,Rick Springfield,oceania,male,wasabi,8720,,0,269
Happy Birthday (For Yesterday),Darren Hanlon,oceania,male,wasabi,8721,,0,195
Pokarekare Ana,Hayley Westenra,oceania,female,wasabi,8722,,1,70
Haunted House,Grant McLennan,oceania,male,wasabi,8723,,0,112
Wishing You Were Somehow Here Again,Hayley Westenra,oceania,female,wasabi,8724,,0,144
Fun,Natalie Imbruglia,oceania,female,wasabi,8725,,0,171
Bluebird,Jim White,oceania,male,wasabi,8726,,0,287
Carrot,Mal Webb,oceania,male,wasabi,8727,,0,316
Stone Gods,Steve Kilbey,oceania,male,wasabi,8728,,0,295
Shake,Aaradhna,oceania,female,wasabi,8729,,0,346
Sam,Olivia Newton-John,oceania,female,wasabi,8730,,0,242
Arms Of Mary,Keith Urban,oceania,male,wasabi,8731,,0,145
Church On Fire,Rick Price,oceania,male,wasabi,8732,,0,209
Haru Yo Koi,Hayley Westenra,oceania,female,wasabi,8733,,0,327
Danielle,Steve Kilbey,oceania,male,wasabi,8734,,0,134
Galaxy,Stan Walker,oceania,male,wasabi,8735,,0,351
Pigeons And Crumbs,Natalie Imbruglia,oceania,female,wasabi,8736,,0,207
Love And Hate,Jimmy Barnes,oceania,male,wasabi,8737,,0,165
Human Touch,Rick Springfield,oceania,male,wasabi,8738,,0,250
Glorify Your Name,Darlene Zschech,oceania,female,wasabi,8739,,0,161
Alien Virus,Rick Springfield,oceania,male,wasabi,8740,,0,146
All The Pretty Little Horses,Olivia Newton-John,oceania,female,wasabi,8741,,0,88
Title Fight: Heart V Mind,Darren Hanlon,oceania,male,wasabi,8742,,0,144
All The Lovers,Kylie Minogue,oceania,female,wasabi,8743,,0,282
Cinema Paradiso - Profumo Di Limone,Hayley Westenra,oceania,female,wasabi,8744,,1,88
Rain On Fire,Dave Dobbyn,oceania,male,wasabi,8745,,0,186
Stars,Russell Crowe,oceania,male,wasabi,8746,,0,197
Never Enough,Rebecca Lavelle,oceania,female,wasabi,8747,,0,195
Old Dream,Darren Hanlon,oceania,male,wasabi,8748,,0,217
Butterflies,Natalie Imbruglia,oceania,female,wasabi,8749,,0,200
Broken Love,Colin Hay,oceania,male,wasabi,8750,,0,187
Exit Everything,Rowland S. Howard,oceania,male,wasabi,8751,,0,277
Leave Me Alone,Natalie Imbruglia,oceania,female,wasabi,8752,,0,262
Kiss From A Rose,Ben Lummis,oceania,male,wasabi,8753,,0,354
Moth To A Flame,Olivia Newton-John,oceania,female,wasabi,8754,,0,319
Step Up,Samantha Jade,oceania,female,wasabi,8755,,0,628
Mess Of Mine,Cassie Davis,oceania,female,wasabi,8756,,0,319
Let The Peace Of God Reign,Darlene Zschech,oceania,female,wasabi,8757,,0,305
Taurus Chorus,Abbe May,oceania,female,wasabi,8758,,0,73
The Kickstand Song,Darren Hanlon,oceania,male,wasabi,8759,,0,207
Dig,Mark Lizotte,oceania,male,wasabi,8760,,0,200
Thanks For Today,Kate Miller-Heidke,oceania,female,wasabi,8761,,0,236
Modern Day Folk,Urthboy,oceania,male,wasabi,8762,,0,595
Spaceship,Phrase,oceania,male,wasabi,8763,,0,514
I Want Your Love,Adalita,oceania,female,wasabi,8764,,0,122
After Dark,Andy Gibb,oceania,male,wasabi,8765,,0,325
The Climber,Neil Finn,oceania,male,wasabi,8766,,0,171
Shenandoah,Hayley Westenra,oceania,female,wasabi,8767,,0,84
The Girl You Lost To Cocaine,Sia,oceania,female,wasabi,8768,,0,312
Let Somebody Love You,Andrew Stockdale,oceania,male,wasabi,8769,,0,151
Heroine,Lisa Mitchell,oceania,female,wasabi,8770,,0,248
Falling At Your Feet,Darren Hayes,oceania,male,wasabi,8771,,0,353
Numb,Sia,oceania,female,wasabi,8772,,0,168
Top Floor,Che-Fu,oceania,male,wasabi,8773,,0,393
Dirt Cheap,Catherine Britt,oceania,female,wasabi,8774,,0,235
Early Morning Light,Ainslie Wills,oceania,female,wasabi,8775,,0,103
Ocean,Ainslie Wills,oceania,female,wasabi,8776,,0,70
Det Vackraste,Maria Pensar,oceania,female,wasabi,8777,,1,225
Ave Maria (Franz Schubert),Hayley Westenra,oceania,female,wasabi,8778,,1,62
Physical,Olivia Newton-John,oceania,female,wasabi,8779,,0,321
Dying Day,Gin Wigmore,oceania,female,wasabi,8780,,0,230
Undeniable,Dannii Minogue,oceania,female,wasabi,8781,,0,276
English Kiss,Steve Kilbey,oceania,male,wasabi,8782,,0,264
After Eight,Marty Willson-Piper,oceania,male,wasabi,8783,,0,110
Play With Fire,Vance Joy,oceania,male,wasabi,8784,,0,211
Kryptonite,Guy Sebastian,oceania,male,wasabi,8785,,0,355
Annie Goes To Sleep,Anika Moa,oceania,female,wasabi,8786,,0,220
So Bored,Sia,oceania,female,wasabi,8787,,0,86
I Honestly Love You,Olivia Newton-John,oceania,female,wasabi,8788,,0,352
Elbows,Darren Hanlon,oceania,male,wasabi,8789,,0,417
The Days,Josef Salvat,oceania,male,wasabi,8790,,0,407
Party Jam,Dannii Minogue,oceania,female,wasabi,8791,,0,409
Oblivious,Rick Springfield,oceania,male,wasabi,8792,,0,133
All About Us,Peter Andre,oceania,male,wasabi,8793,,0,389
Yer So Bad,Troy Cassar-Daley,oceania,male,wasabi,8794,,0,152
Clingwrap,Sam Sparro,oceania,male,wasabi,8795,,0,471
Trying To Sneeze,Ben Lee,oceania,male,wasabi,8796,,0,160
Wandering Love,Dub FX,oceania,male,wasabi,8797,,0,526
Bridge Over Troubled Water,Anthony Callea,oceania,male,wasabi,8798,,0,170
One And The Same (Coda),Rob Dougan,oceania,male,wasabi,8799,,0,198
Underneath The Arches,John Farnham,oceania,male,wasabi,8800,,0,126
Red Light Green Light,Nikki Webster,oceania,female,wasabi,8801,,0,279
Live And Learn,Kylie Minogue,oceania,female,wasabi,8802,,0,358
Which Way Home,Bernard Fanning,oceania,male,wasabi,8803,,0,235
Rest Of The Day Off,Neil Finn,oceania,male,wasabi,8804,,0,228
A Little Ramblin' Blues For Any Hour,Lisa Mitchell,oceania,female,wasabi,8805,,0,366
"Cold, Cold Heart",Jimmy Barnes,oceania,male,wasabi,8806,,0,265
Burn,Jessica Mauboy,oceania,female,wasabi,8807,,0,427
Fall In Love,Steve Kilbey,oceania,male,wasabi,8808,,0,338
Too Soon,Tuka,oceania,male,wasabi,8809,,0,472
Beauty In The World,Dami Im,oceania,female,wasabi,8810,,0,292
RUOK?,Diana Anaid,oceania,female,wasabi,8811,,0,123
Suffocated,Orianthi,oceania,female,wasabi,8812,,0,219
Pray For Love,Vanessa Amorosi,oceania,female,wasabi,8813,,0,247
Valentine,Bertie Blackman,oceania,female,wasabi,8814,,0,157
Roll Into One,Bic Runga,oceania,female,wasabi,8815,,0,153
Here I Am To Worship,Rebecca St. James,oceania,female,wasabi,8816,,0,88
I Thought You Knew,Keith Urban,oceania,male,wasabi,8817,,0,209
Closer,Josef Salvat,oceania,male,wasabi,8818,,0,408
I Burnt Your Clothes,Rowland S. Howard,oceania,male,wasabi,8819,,0,297
Walking On The Edge,Rick Springfield,oceania,male,wasabi,8820,,0,237
She Dreams,Candice Alley,oceania,female,wasabi,8821,,0,226
Girl Of My Dreams,Mal Webb,oceania,male,wasabi,8822,,0,70
Insatiable,Darren Hayes,oceania,male,wasabi,8823,,0,386
Faster Than Light,Neil Finn,oceania,male,wasabi,8824,,0,198
Impossible,Daniel Merriweather,oceania,male,wasabi,8825,,0,356
The Tiger Inside Will Eat The Child,Kate Miller-Heidke,oceania,female,wasabi,8826,,0,235
Never Be The Same,Jessica Mauboy,oceania,female,wasabi,8827,,0,501
Here I Am,Rebecca St. James,oceania,female,wasabi,8828,,0,187
O Holy Night,Olivia Newton-John,oceania,female,wasabi,8829,,0,156
Happy Xmas (War Is Over),Delta Goodrem,oceania,female,wasabi,8830,,0,201
Never Live Without You,Adam Brand,oceania,male,wasabi,8831,,0,127
Talk Talk Talk,Darren Hayes,oceania,male,wasabi,8832,,0,282
Come On,Christine Anu,oceania,female,wasabi,8833,,0,264
Colour Of A Carnival,Kasey Chambers,oceania,female,wasabi,8834,,0,214
Weighing The Promises,Ainslie Wills,oceania,female,wasabi,8835,,0,42
Untame Lion,Michelle Tumes,oceania,female,wasabi,8836,,0,141
Into The Blue,Kylie Minogue,oceania,female,wasabi,8837,,0,314
If Not For You,Olivia Newton-John,oceania,female,wasabi,8838,,0,174
Till I Found You,Josef Salvat,oceania,male,wasabi,8839,,0,284
Bad Days,Angry Anderson,oceania,male,wasabi,8840,,0,291
I Am The Woman Who Loves You,Anika Moa,oceania,female,wasabi,8841,,0,213
Justice For One,John Farnham,oceania,male,wasabi,8842,,0,262
Burned It Up,Aaradhna,oceania,female,wasabi,8843,,0,488
Knowing When To Leave,Helen Reddy,oceania,female,wasabi,8844,,0,192
Never Say I Love You,Ben Lummis,oceania,male,wasabi,8845,,0,335
The End Of School,Kate Miller-Heidke,oceania,female,wasabi,8846,,0,332
Not So Easy,Lisa Maxwell,oceania,female,wasabi,8847,,0,186
If,Olivia Newton-John,oceania,female,wasabi,8848,,0,139
Secret,Missy Higgins,oceania,female,wasabi,8849,,0,241
Everything Is Beautiful And New,Bic Runga,oceania,female,wasabi,8850,,0,130
Forever Song,Josh Pyke,oceania,male,wasabi,8851,,0,269
Fire Engine,Darren Hanlon,oceania,male,wasabi,8852,,0,195
Unsung Hero,Troye Sivan,oceania,male,wasabi,8853,,0,231
9 Times A Day,Xavier Rudd,oceania,male,wasabi,8854,,0,156
The Love Of A Woman,Samantha Sang,oceania,female,wasabi,8855,,0,166
Sweat It Out,Jimmy Barnes,oceania,male,wasabi,8856,,0,189
Take Me With You,Kylie Minogue,oceania,female,wasabi,8857,,0,309
Borne On The FM Waves Of The Heart,Ben Lee,oceania,male,wasabi,8858,,0,253
Man Like That,Gin Wigmore,oceania,female,wasabi,8859,,0,468
Nothing At All,Kasey Chambers,oceania,female,wasabi,8860,,0,200
Blue Sky Cathedral,Adam Brand,oceania,male,wasabi,8861,,0,196
Suddenly,Olivia Newton-John,oceania,female,wasabi,8862,,0,264
I Have Nothing,Jack Vidgen,oceania,male,wasabi,8863,,0,298
Turquoise House,Jim White,oceania,male,wasabi,8864,,0,288
Sanctuary,Natalie Imbruglia,oceania,female,wasabi,8865,,0,308
Fool For A Night,Andy Gibb,oceania,male,wasabi,8866,,0,290
Sun Arise,Rolf Harris,oceania,male,wasabi,8867,,0,152
"Lubbock, Texas",Jeff Lang,oceania,male,wasabi,8868,,0,273
Who Is He In Yonder Stall,Colin Buchanan,oceania,male,wasabi,8869,,0,262
Let Me Be,Xavier Rudd,oceania,male,wasabi,8870,,0,297
Counting The Days,Bic Runga,oceania,female,wasabi,8871,,0,129
Future Plans,Keith Urban,oceania,male,wasabi,8872,,0,278
If It Moves - Dub It,Dannii Minogue,oceania,female,wasabi,8873,,0,161
Sleepwalking,Ben Lee,oceania,male,wasabi,8874,,0,130
Take Me Apart,Tina Arena,oceania,female,wasabi,8875,,0,165
Get On The Inside,Michael Hutchence,oceania,male,wasabi,8876,,0,306
Strong As Steel,Tina Arena,oceania,female,wasabi,8877,,0,320
Who Can We Trust,Drapht,oceania,male,wasabi,8878,,0,710
Hold On My Heart,Sarah Blasko,oceania,female,wasabi,8879,,0,244
The Faint-Hearted Ones,Kat Frankie,oceania,female,wasabi,8880,,0,214
Bina,Kat Frankie,oceania,female,wasabi,8881,,0,154
Red Camaro,Keith Urban,oceania,male,wasabi,8882,,0,324
Counting Down The Days,Natalie Imbruglia,oceania,female,wasabi,8883,,0,283
Who Is He,Rebecca St. James,oceania,female,wasabi,8884,,0,229
Gotta Know,David Dallas,oceania,male,wasabi,8885,,0,481
Reprise,Ainslie Wills,oceania,female,wasabi,8886,,0,42
Standing Strong,Wendy Matthews,oceania,female,wasabi,8887,,0,187
