artist,song_title,gender,ethnicity,lyrics_source
Alanis Morissette,Not The Doctor,Female,North America,genius
Alejandro Escovedo,This Bed Is Getting Crowded,Male,North America,genius
Albert Collins,A Good Fool Is Hard To Find,Male,North America,genius
Aaliyah,A Girl Like You,Female,North America,genius
Andrew Bird,Something Biblical,Male,North America,genius
Alanis Morissette,Lens,Female,North America,genius
Alanis Morissette,Ironic,Female,North America,genius
Andrew Bird,Eyeoneye,Male,North America,genius
Aaron Neville,White Christmas,Male,North America,genius
Amy Winehouse,Wake Up Alone,Female,Europe,genius
Alison Moyet,Ordinary Girl,Female,Europe,genius
Andrew Bird,Three White Horses,Male,North America,genius
Adrian Belew,Pretty Pink Rose,Male,North America,genius
Adrian Belew,Oh Daddy,Male,North America,genius
Andrew Bird,Scythian Empires,Male,North America,genius
Alanis Morissette,Heart Of The House,Female,North America,genius
Alexandra Stan,Get Back (ASAP),Female,Europe,genius
Amy Macdonald,Slow It Down,Female,Europe,genius
Aimee Mann,You Could Make A Killing,Female,North America,genius
Angel Olsen,Miranda,Female,North America,genius
Alanis Morissette,Perfect,Female,North America,genius
Al Stewart,Broadway Hotel,Male,Europe,genius
Andrew Bird,Banking On A Myth,Male,North America,genius
Andrew Bird,Measuring Cups,Male,North America,genius
Andrew Bird,Happy Day,Male,North America,genius
Andrew Bird,You Woke Me Up!,Male,North America,genius
Alain Chamfort,Clara Veut La Lune,Male,Europe,genius
Andrew Bird,Far From Any Road (Be My Hand),Male,North America,genius
Alain Chamfort,Clara Veut La Lune,Male,Europe,genius
Andrea Bocelli,"Addio, Fiorito Asil",Male,Europe,genius
Alain Chamfort,Palais Royal,Male,Europe,genius
Andrew Bird,A Nervous Tic Motion Of The Head To The Left,Male,North America,genius
Alicia Keys,Caged Bird,Female,North America,genius
Andrew Bird,Nomenclature,Male,North America,genius
Alain Chamfort,Charmant Petit Monstre,Male,Europe,genius
Ani DiFranco,Independence Day,Female,North America,genius
Ace Frehley,Ozone,Male,North America,genius
Alma Cogan,Dreamboat,Female,Europe,genius
Aaliyah,Never Comin' Back,Female,North America,genius
Alain Bashung,Volutes,Male,Europe,genius
Alain Chamfort,Rendez-Vous...,Male,Europe,genius
Allison Crowe,Angel,Female,North America,genius
Adele,Rumour Has It,Female,Europe,genius
Ani DiFranco,Little Plastic Castle,Female,North America,genius
Alanis Morissette,Excuses,Female,North America,genius
Aaliyah,Back And Forth,Female,North America,genius
Alain Chamfort,Le Grand Retour,Male,Europe,genius
Alana Davis,32 Flavors,Female,North America,genius
Andrew Bird,Masterfade,Male,North America,genius
Andreas Bourani,Eisberg,Male,Europe,genius
Aaron Neville,Use Me,Male,North America,genius
Aaliyah,Miss You,Female,North America,genius
Aloe Blacc,Eyes Of A Child,Male,North America,genius
Aled Jones,Hallelujah,Male,Europe,genius
Alain Chamfort,Clara Veut La Lune,Male,Europe,genius
Alicia Keys,Nobody Not Really,Female,North America,genius
Alicia Keys,New Day,Female,North America,genius
Alicia Keys,Never Felt This Way (Interlude),Female,North America,genius
Amel Bent,Ma Philosophie,Female,Europe,genius
Angelzoom,Runaway,Female,Europe,genius
Amanda Palmer,In My Mind,Female,North America,genius
Ace Frehley,Change,Male,North America,genius
Aaron Neville,Save The Last Dance For Me,Male,North America,genius
Andy Abraham,Just My Imagination,Male,Europe,genius
Adele,Cold Shoulder,Female,Europe,genius
Alain Chamfort,La Licorne Appareille,Male,Europe,genius
Angie Aparo,Rocket Man,Male,North America,genius
Amy Grant,Baby Baby,Female,North America,genius
Ani DiFranco,Hurricane,Female,North America,genius
Alison Krauss,Away Down The River,Female,North America,genius
Aaron Neville,White Christmas,Male,North America,genius
Ani DiFranco,Deep Dish,Female,North America,genius
Amanda Palmer,Creep,Female,North America,genius
Alain Chamfort,Bambou,Male,Europe,genius
Akon,Smack That,Male,North America,genius
Aaliyah,Rock The Boat,Female,North America,genius
Afrojack,Catch Tomorrow,Male,Europe,genius
Alain Bashung,Alcaline,Male,Europe,genius
Alan Sorrenti,La Mia Mente,Male,Europe,genius
Acker Bilk,Imagine,Male,Europe,genius
Alexandra Burke,Fire,Female,Europe,genius
Adriana Varela,Un Vestido Y Un Amor,Female,North America,genius
Alison Moyet,Weak In The Presence Of Beauty,Female,Europe,genius
Alain Chamfort,Manureva,Male,Europe,genius
Alicia Keys,Unbreakable,Female,North America,genius
Adriana Varela,En Un Feca,Female,North America,genius
Alison Moyet,Glorious Love,Female,Europe,genius
Alejandro Escovedo,Castanets,Male,North America,genius
Alan Stivell,Ne Bado Ket Atao,Male,Europe,genius
Aaron Neville,Tell It Like It Is,Male,North America,genius
Ane Brun,True Colors,Female,Europe,genius
Alicia Keys,"Feeling U, Feeling Me (Interlude)",Female,North America,genius
Andrew Bird,Richmond Woman,Male,North America,genius
Aaron Neville,Stand By Me,Male,North America,genius
Andrew Bird,MX Missiles,Male,North America,genius
Al Stewart,Broadway Hotel,Male,Europe,genius
Andy Williams,Your Song,Male,North America,genius
Alicia Keys,Girl On Fire (Bluelight Version),Female,North America,genius
Anastacia,Sexy Single,Female,North America,genius
A. L. Lloyd,Blood Red Roses,Male,Europe,genius
Andrew Bird,Spanish For Monsters,Male,North America,genius
Alejandro Escovedo,Bury Me,Male,North America,genius
Aaron Lewis,Black,Male,North America,genius
Andy Williams,Moon River,Male,North America,genius
Alain Chamfort,Palais Royal,Male,Europe,genius
Alan Sorrenti,Un Fiume Tranquillo,Male,Europe,genius
Alain Souchon,Bidon,Male,Europe,genius
Amy Macdonald,Rock 'n' Roll Star,Female,Europe,genius
Alison Krauss,You Will Be My Ain True Love,Female,North America,genius
Andy Burrows,Hometown,Male,Europe,genius
Al B. Sure!,Hotel California,Male,North America,genius
Alicia Keys,New Day,Female,North America,genius
Alain Chamfort,Paradis,Male,Europe,genius
Achim Reichel,Aloha Heja He,Male,Europe,genius
Al Jolson,About A Quarter To Nine,Male,Europe,genius
Andrew Bird,Fitz And The Dizzyspells,Male,North America,genius
Amanda Lear,Lili Marlene,Female,Europe,genius
Aaliyah,Hot Like Fire,Female,North America,genius
Alejandro Escovedo,Last To Know,Male,North America,genius
Adele,Crazy For You,Female,Europe,genius
Amanda Palmer,I Will Follow You Into The Dark,Female,North America,genius
Aaliyah,The One I Gave My Heart To,Female,North America,genius
Aaron Neville,Bridge Over Troubled Water,Male,North America,genius
Abbey Lincoln,"Softly, As In A Morning Sunrise",Female,North America,genius
Aaron Lewis,One Step Closer,Male,North America,genius
Amanda Palmer,Bad Wine And Lemon Cake,Female,North America,genius
Andreas Gabalier,Amoi Seg' Ma Uns Wieder,Male,Europe,genius
Aaliyah,Miss You,Female,North America,genius
Afrob,Reimemonster,Male,Europe,genius
Alain Chamfort,Tombouctou,Male,Europe,genius
Agnes Obel,Riverside,Female,Europe,genius
Amy Grant,Galileo,Female,North America,genius
Anastacia,Heavy On My Heart,Female,North America,genius
Alain Chamfort,Le Grand Retour,Male,Europe,genius
Alanis Morissette,Joining You,Female,North America,genius
Alejandro Escovedo,Sensitive Boys,Male,North America,genius
Alan Parsons,Back Against The Wall,Male,Europe,genius
Andrew Bird,Sifters,Male,North America,genius
Alain Chamfort,Charmant Petit Monstre,Male,Europe,genius
Aimee Mann,Calling It Quits,Female,North America,genius
Al Jarreau,Your Song,Male,North America,genius
Aloe Blacc,The Man,Male,North America,genius
Al Kooper,One,Male,North America,genius
Afroman,Hush,Male,North America,genius
Aloe Blacc,Eyes Of A Child,Male,North America,genius
Alison Moyet,The Coventry Carol,Female,Europe,genius
Aaron Tippin,For You I Will,Male,North America,genius
Adriano Celentano,Il Ragazzo Della Via Gluck,Male,Europe,genius
Anita Lipnicka,Teraz,Female,Europe,genius
Andrew Bird,First Song,Male,North America,genius
Andy Duguid,Wasted,Male,Europe,genius
Allison Crowe,River,Female,North America,genius
Alanis Morissette,Feel Your Love,Female,North America,genius
Adriano Celentano,Furore,Male,Europe,genius
Andrew Bird,Sic Of Elephants,Male,North America,genius
Amy Grant,Grown-Up Christmas List,Female,North America,genius
Anita Kerr Quartet,"A Hatchet, A Hammer, A Bucket Of Nails",Male,North America,genius
Aimee Mann,Calling It Quits,Female,North America,genius
Amy Diamond,Big Guns,Female,Europe,genius
Aaron Lewis,Vicious Circles,Male,North America,genius
Al Jarreau,A Sleepin' Bee,Male,North America,genius
Anita Lipnicka,Gin Z Tonikiem,Female,Europe,genius
Aggro Santos,Like U Like,Male,Europe,genius
Andrew Gold,Got To Get You Into My Life,Male,North America,genius
Angie Aparo,Cry,Male,North America,genius
Adriana Varela,En Un Feca,Female,North America,genius
Alain Souchon,Bidon,Male,Europe,genius
Andy Hunter°,Angelic,Male,Europe,genius
Alicia Keys,Caged Bird,Female,North America,genius
Aaliyah,I Care 4 U,Female,North America,genius
Andy Williams,The Village Of St. Bernadette,Male,North America,genius
Alain Chamfort,Les Majorettes,Male,Europe,genius
Alanis Morissette,Eight Easy Steps,Female,North America,genius
Achim Reichel,Aloha Heja He,Male,Europe,genius
Alanis Morissette,Walk Away,Female,North America,genius
Andy Burrows,Hometown,Male,Europe,genius
Alanis Morissette,Your Congratulations,Female,North America,genius
Alain Chamfort,Sorcier,Male,Europe,genius
Andrew Bird,Desperation Breeds...,Male,North America,genius
Aaron Carter,Surfin' USA,Male,North America,genius
Alejandro Escovedo,Slip,Male,North America,genius
Ace Frehley,Change The World,Male,North America,genius
Aloe Blacc,Femme Fatale,Male,North America,genius
Aaron Neville,Young And Beautiful,Male,North America,genius
Al Atkins,Victim Of Changes,Male,Europe,genius
Adele,Turning Tables,Female,Europe,genius
Alan Parsons,Standing On Higher Ground,Male,Europe,genius
Ana Johnsson,Cuz I Can,Female,Europe,genius
Anastacia,Where Do I Belong,Female,North America,genius
Andrew Lloyd Webber,He Whistled At Me,Male,Europe,genius
Abie Rotenberg,Mama Rochel,Male,North America,genius
Alain Chamfort,Traces De Toi,Male,Europe,genius
Andrew Bird,Frogs Singing,Male,North America,genius
Allison Crowe,A Case Of You,Female,North America,genius
Alain Chamfort,Palais Royal,Male,Europe,genius
Alain Chamfort,Clara Veut La Lune,Male,Europe,genius
Aimee Mann,Guys Like Me,Female,North America,genius
Alicia Keys,Karma,Female,North America,genius
Andy Williams,Music To Watch Girls By,Male,North America,genius
Alicia Keys,Girl On Fire (Inferno Version),Female,North America,genius
Aimee Mann,Par For The Course,Female,North America,genius
Afroman,Tall Cans,Male,North America,genius
Adele,My Same,Female,Europe,genius
Andrew Bird,"Skin Is, My",Male,North America,genius
Agnes Obel,Fuel To Fire,Female,Europe,genius
Ana Moura,Fado Vestido De Fado,Female,Europe,genius
Andreas Bourani,Auf Uns,Male,Europe,genius
Alain Chamfort,Dans Les Ruisseaux,Male,Europe,genius
Amy Winehouse,A Song For You,Female,Europe,genius
Ani DiFranco,32 Flavors,Female,North America,genius
Andy Hunter°,Fade,Male,Europe,genius
Alison Krauss,Missing You,Male,Europe,genius
Alison Krauss,The Scarlet Tide,Female,North America,genius
Alanis Morissette,You Oughta Know,Female,North America,genius
Ana Moura,Leva-Me Aos Fados,Female,Europe,genius
Adam Ant,Whip In My Valise,Male,Europe,genius
Alanis Morissette,You Learn,Female,North America,genius
Adele,Lovesong,Female,Europe,genius
Alejandro Escovedo,Anchor,Male,North America,genius
Aldo Nova,Medicine Man,Male,North America,genius
Anastacia,Rearview,Female,North America,genius
Alain Chamfort,Sorcier,Male,Europe,genius
Adele,Rolling In The Deep,Female,Europe,genius
A$AP Rocky,Hell,Male,North America,genius
Andrew Bird,Fitz And The Dizzyspells,Male,North America,genius
Andrew Bird,The Water Jet Cilice,Male,North America,genius
Anita Lipnicka,Dwie,Female,Europe,genius
Ana Moura,Caso Arrumado,Female,Europe,genius
Adele,Right As Rain,Female,Europe,genius
Angelzoom,Clones,Female,Europe,genius
Akon,Sexy Chick,Male,Europe,genius
Alison Krauss,Sawing On The Strings,Female,North America,genius
Andrea Bocelli,Amor Ti Vieta,Male,Europe,genius
Amy Winehouse,Love Is A Losing Game (Original Demo),Female,Europe,genius
Amy Winehouse,In My Bed,Female,Europe,genius
Alicia Keys,Rapture,Female,North America,genius
Alison Krauss,9 To 5,Female,North America,genius
Ace Frehley,One Plus One,Male,North America,genius
Andrea Bocelli,Cujus Animam,Male,Europe,genius
Adriano Celentano,Il Ragazzo Della Via Gluck,Male,Europe,genius
Alain Chamfort,Baby Boum,Male,Europe,genius
Alan Menken,Gaston,Male,North America,genius
Ani DiFranco,Shameless,Female,North America,genius
A$AP Rocky,Angels,Male,North America,genius
Aceyalone,Takeoff,Male,North America,genius
Aaron Pritchett,The Weight,Male,North America,genius
Alicia Keys,Dragon Days,Female,North America,genius
Alison Krauss,I Give You To His Heart,Female,North America,genius
Alanis Morissette,King Of Pain,Female,North America,genius
Anastacia,In Summer,Female,North America,genius
Alejandro Escovedo,Notes On Air,Male,North America,genius
Aaron Neville,Earth Angel,Male,North America,genius
Ani DiFranco,32 Flavors,Female,North America,genius
Amos Lee,Say Goodbye,Male,North America,genius
Adrian Stern,Immer Scho Mal,Male,Europe,genius
Aaliyah,Got To Give It Up,Female,North America,genius
Afroman,Crazy Rap,Male,North America,genius
Amanda Palmer,I Will Follow You Into The Dark,Female,North America,genius
Action Bronson,Rock Steady,Male,North America,genius
Adele,Take It All,Female,Europe,genius
Amy Speace,In Salida,Female,North America,genius
Al Jarreau,Teach Me Tonight,Male,North America,genius
Alanis Morissette,Everything,Female,North America,genius
Anastacia,Heavy On My Heart,Female,North America,genius
Adriano Celentano,Il Ragazzo Della Via Gluck,Male,Europe,genius
Ani DiFranco,32 Flavors,Female,North America,genius
Adriano Celentano,Il Ragazzo Della Via Gluck,Male,Europe,genius
Alain Chamfort,Souris Puisque CEst Grave,Male,Europe,genius
Ace Frehley,Past The Milky Way,Male,North America,genius
Alanis Morissette,Ironic,Female,North America,genius
Andrew Bird,The Water Jet Cilice,Male,North America,genius
Alicia Keys,Wake Up,Female,North America,genius
Alison Moyet,The Coventry Carol,Female,Europe,genius
Afrojack,Three Strikes,Male,Europe,genius
Alicia Keys,Through It All,Female,North America,genius
Alan Parsons,Three Of Me,Male,Europe,genius
Anita Lipnicka,Zimy Czas,Female,Europe,genius
Aimee Mann,Looking For Nothing,Female,North America,genius
Amy Macdonald,In The End,Female,Europe,genius
Alanis Morissette,Wunderkind,Female,North America,genius
Andrew Bird,The Happy Birthday Song,Male,North America,genius
Ann Hampton Callaway,Blue Moon,Female,North America,genius
Alanis Morissette,Unsent,Female,North America,genius
Allison Crowe,Angel,Female,North America,genius
Andy Burrows,The Colour Of My Dreams,Male,Europe,genius
Alexis HK,Je Reviendrai,Male,North America,genius
Allison Crowe,Darling Be Home Soon,Female,North America,genius
A$AP Rocky,Ghetto Symphony,Male,North America,genius
Aldo Nova,Monkey On Your Back,Male,North America,genius
Andrew Bird,Frogs Singing,Male,North America,genius
A$AP Rocky,Fashion Killa,Male,North America,genius
Alanis Morissette,Thank U,Female,North America,genius
Amy Diamond,Another Day,Female,Europe,genius
Alain Souchon,Foule Sentimentale,Male,Europe,genius
Ani DiFranco,Virtue,Female,North America,genius
Alicia Keys,Karma,Female,North America,genius
Alicia Keys,Troubles,Female,North America,genius
Akon,Sexy Chick,Male,Europe,genius
Alejandro Escovedo,Real As An Animal,Male,North America,genius
Anastacia,Pretty Little Dum Dum,Female,North America,genius
Andrew Lloyd Webber,You Must Love Me,Female,North America,genius
Alan Stivell,Son Ar Chistr,Male,Europe,genius
Ace Frehley,Remember Me,Male,North America,genius
Aimee Mann,Long Shot,Female,North America,genius
Amy Winehouse,Hey Little Rich Girl,Female,Europe,genius
Amy Grant,How Can We See That Far,Female,North America,genius
